Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Peak_Gene_Prob	TFs(prob, activator_repressor [L,B])
STPG4	chr13	61650671	chr13	61741579	61742080	1	ZNF613 (1.00, + [-,-]), ZNF341 (1.00, + [-,-]), ZNF467 (1.00, - [-,+]), ZNF384 (1.00, + [-,-]), ZNF354C (1.00, + [-,-]), ZNF557 (1.00, - [-,+]), ZNF398 (1.00, - [-,+]), ZNF180 (1.00, - [-,+]), ZNF23 (1.00, - [-,+]), LYL1 (1.00, + [-,-]), PRDM6 (1.00, + [-,-]), STAT2 (1.00, + [-,-]), VEZF1 (1.00, + [-,-]), ZFP28 (1.00, - [-,+]), ZBTB7C (1.00, + [-,-]), ETS2 (1.00, - [-,+]), BCL11A (1.00, - [-,+]), 
RHOQ	chr13	62254635	chr13	62254517	62255018	1	ZNF846 (1.00, - [+,-]), ZNF774 (1.00, + [+,+]), ZNF548 (1.00, - [+,-]), ZNF530 (1.00, + [+,+]), ZNF543 (1.00, - [+,-]), ZNF571 (1.00, - [+,-]), ZNF658 (1.00, - [+,-]), ZNF71 (1.00, - [+,-]), ZNF770 (1.00, - [+,-]), ZNF341 (1.00, - [+,-]), ZNF283 (1.00, - [+,-]), ZNF30 (1.00, + [+,+]), ZNF304 (1.00, + [+,+]), ZNF281 (1.00, - [+,-]), ZNF394 (1.00, + [+,+]), ZNF467 (1.00, - [+,-]), ZNF484 (1.00, + [+,+]), ZFP64 (1.00, + [+,+]), ZNF180 (1.00, - [+,-]), ZFX (1.00, - [+,-]), ZNF132 (1.00, + [+,+]), KLF9 (1.00, - [+,-]), KLF10 (1.00, + [+,+]), KLF1 (1.00, - [+,-]), PATZ1 (1.00, - [+,-]), SP1 (1.00, - [+,-]), KLF5 (1.00, - [+,-]), MAZ (1.00, - [+,-]), ZFP57 (1.00, + [+,+]), VEZF1 (1.00, - [+,-]), WT1 (1.00, + [+,+]), ZBTB17 (1.00, - [+,-]), ZBTB7C (1.00, - [+,-]), ZNF202 (1.00, - [+,-]), ZNF23 (1.00, - [+,-]), ZNF263 (1.00, - [+,-]), ZNF267 (1.00, - [+,-]), 
CAMKMT	chr13	64420697	chr13	64522644	64523145	1	ZNF557 (1.00, - [-,+]), 
PREPL	chr13	64420906	chr13	64522644	64523145	1	ZNF557 (1.00, + [+,+]), 
HNRNPLL	chr13	70317175	chr13	70167894	70168395	1	ZNF774 (1.00, + [+,+]), ZNF571 (1.00, - [+,-]), ZNF37A (1.00, + [+,+]), ZNF384 (1.00, - [+,-]), ZNF557 (1.00, + [+,+]), ZNF613 (1.00, - [+,-]), ZNF566 (1.00, + [+,+]), ZNF770 (1.00, + [+,+]), ZNF205 (1.00, + [+,+]), ZNF181 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), PRDM6 (1.00, + [+,+]), ZFP69B (1.00, + [+,+]), ZNF121 (1.00, + [+,+]), 
CRIM1	chr13	72574192	chr13	72339061	72339562	1	ZNF71 (1.00, + [-,-]), ZNF436 (1.00, + [-,-]), STAT2 (1.00, + [-,-]), ZNF169 (1.00, - [-,+]), BCL11A (1.00, - [-,+]), ETS2 (1.00, - [-,+]), ZNF121 (1.00, + [-,-]), 
VIT	chr13	72235125	chr13	72339061	72339562	1	ZNF71 (1.00, + [-,-]), ZNF436 (1.00, + [-,-]), STAT2 (1.00, + [-,-]), ZNF169 (1.00, - [-,+]), BCL11A (1.00, - [-,+]), ETS2 (1.00, - [-,+]), ZNF121 (1.00, + [-,-]), 
KLHL29	chr13	85436557	chr13	85461101	85461602	1	ZNF786 (1.00, - [+,-]), ZNF557 (1.00, + [+,+]), ZNF770 (1.00, + [+,+]), SALL2 (1.00, - [+,-]), KLF11 (1.00, + [+,+]), ZFP14 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), ZNF205 (1.00, + [+,+]), ZNF202 (1.00, - [+,-]), 
KLHL29	chr13	85436557	chr13	85484624	85485125	1	ZNF84 (1.00, - [+,-]), ZNF774 (1.00, + [+,+]), ZNF786 (1.00, - [+,-]), ZNF467 (1.00, - [+,-]), ZNF37A (1.00, + [+,+]), ZNF566 (1.00, - [+,-]), ZNF557 (1.00, - [+,-]), ZNF658 (1.00, + [+,+]), ZNF770 (1.00, + [+,+]), ZFP14 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), ZNF132 (1.00, - [+,-]), VEZF1 (1.00, + [+,+]), ZNF205 (1.00, - [+,-]), 
KLHL29	chr13	85436557	chr13	85485129	85485630	1	ZSCAN22 (1.00, - [+,-]), ZNF774 (1.00, - [+,-]), ZNF341 (1.00, + [+,+]), ZNF484 (1.00, + [+,+]), ZNF596 (1.00, + [+,+]), ZFP57 (1.00, - [+,-]), ZNF169 (1.00, + [+,+]), ZNF202 (1.00, + [+,+]), ZNF263 (1.00, + [+,+]), VEZF1 (1.00, + [+,+]), ZBTB17 (1.00, + [+,+]), 
KLHL29	chr13	85436557	chr13	85517802	85518303	1	ZNF823 (1.00, + [-,-]), ZNF467 (1.00, - [-,+]), ZNF354C (1.00, - [-,+]), ZNF557 (1.00, - [-,+]), ZNF205 (1.00, - [-,+]), ZNF169 (1.00, - [-,+]), 
NOL10	chr13	98074450	chr13	98187231	98187732	1	ZNF846 (1.00, + [+,+]), ZNF774 (1.00, + [+,+]), ZNF398 (1.00, + [+,+]), ZNF613 (1.00, - [+,-]), ZNF77 (1.00, + [+,+]), ZNF384 (1.00, - [+,-]), ZNF169 (1.00, + [+,+]), ZNF205 (1.00, + [+,+]), ZNF182 (1.00, + [+,+]), ZFP28 (1.00, + [+,+]), TCF12 (1.00, + [+,+]), PRDM6 (1.00, - [+,-]), 
RNF144A	chr13	101856263	chr13	101739198	101739699	1	ZNF71 (1.00, - [+,-]), ZNF354C (1.00, - [+,-]), ZBTB7C (1.00, - [+,-]), ETS2 (1.00, + [+,+]), 
RNF144A	chr13	101856263	chr13	101767865	101768366	1	ZNF860 (1.00, + [+,+]), ZNF557 (1.00, + [+,+]), ZNF596 (1.00, + [+,+]), ZNF658 (1.00, + [+,+]), ZNF341 (1.00, - [+,-]), ZNF770 (1.00, - [+,-]), TAL1 (1.00, + [+,+]), SP7 (1.00, + [+,+]), ZNF169 (1.00, - [+,-]), LYL1 (1.00, - [+,-]), 
LTO1	chr14	5132952	chr14	5503901	5504402	1	ZNF846 (1.00, + [+,+]), ZNF566 (1.00, + [+,+]), ZNF384 (1.00, - [+,-]), ZNF304 (1.00, + [+,+]), ZNF37A (1.00, + [+,+]), ZNF613 (1.00, - [+,-]), ZNF557 (1.00, + [+,+]), ZNF766 (1.00, - [+,-]), ZNF205 (1.00, + [+,+]), RREB1 (1.00, + [+,+]), ZBTB17 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), KLF2 (1.00, + [+,+]), 
LTO1	chr14	5132952	chr14	5703467	5703968	1	ZNF846 (1.00, + [-,-]), ZNF786 (1.00, - [-,+]), ZNF37A (1.00, + [-,-]), ZNF436 (1.00, - [-,+]), ZNF527 (1.00, + [-,-]), ZFY (1.00, - [-,+]), ZFX (1.00, + [-,-]), ZNF202 (1.00, + [-,-]), ZNF263 (1.00, + [-,-]), SALL4 (1.00, - [-,+]), MZF1 (1.00, - [-,+]), GTF2I (1.00, + [-,-]), CTCF (1.00, - [-,+]), 
PYGM	chr14	9782968	chr14	9913504	9914005	1	ZNF84 (1.00, - [-,+]), ZNF774 (1.00, + [-,-]), ZNF846 (1.00, - [-,+]), ZNF786 (1.00, + [-,-]), ZNF441 (1.00, + [-,-]), ZNF304 (1.00, - [-,+]), ZNF530 (1.00, - [-,+]), ZNF566 (1.00, - [-,+]), ZNF658 (1.00, + [-,-]), ZNF37A (1.00, + [-,-]), ZNF341 (1.00, + [-,-]), ZNF30 (1.00, - [-,+]), ZNF484 (1.00, - [-,+]), ZNF467 (1.00, - [-,+]), ZNF444 (1.00, - [-,+]), ZNF281 (1.00, + [-,-]), MAZ (1.00, - [-,+]), KLF9 (1.00, + [-,-]), KLF1 (1.00, - [-,+]), KLF10 (1.00, + [-,-]), KLF13 (1.00, + [-,-]), KLF15 (1.00, + [-,-]), KLF16 (1.00, + [-,-]), KLF2 (1.00, + [-,-]), KLF4 (1.00, + [-,-]), CTCF (1.00, - [-,+]), CTCFL (1.00, - [-,+]), GTF2I (1.00, + [-,-]), SALL4 (1.00, - [-,+]), RREB1 (1.00, + [-,-]), KLF7 (1.00, - [-,+]), VEZF1 (1.00, + [-,-]), SP9 (1.00, + [-,-]), ZFP57 (1.00, + [-,-]), ZBTB17 (1.00, - [-,+]), ZBTB7A (1.00, + [-,-]), WT1 (1.00, + [-,-]), ZNF180 (1.00, - [-,+]), ZNF132 (1.00, - [-,+]), ZNF202 (1.00, - [-,+]), ZNF219 (1.00, + [-,-]), SALL2 (1.00, - [-,+]), KLF5 (1.00, - [-,+]), SP1 (1.00, + [-,-]), SP4 (1.00, - [-,+]), 
PYGM	chr14	9782968	chr14	9935521	9936022	1	ZNF84 (1.00, - [-,+]), ZNF774 (1.00, - [-,+]), ZNF384 (1.00, - [-,+]), ZNF304 (1.00, + [-,-]), ZNF37A (1.00, + [-,-]), ZNF467 (1.00, - [-,+]), ZNF613 (1.00, - [-,+]), ZNF71 (1.00, - [-,+]), ZNF770 (1.00, + [-,-]), RBAK (1.00, - [-,+]), KLF7 (1.00, - [-,+]), KLF9 (1.00, + [-,-]), PRDM6 (1.00, - [-,+]), STAT2 (1.00, - [-,+]), SP8 (1.00, + [-,-]), WT1 (1.00, + [-,-]), SP7 (1.00, + [-,-]), ZFP28 (1.00, - [-,+]), ZBTB7C (1.00, - [-,+]), VEZF1 (1.00, - [-,+]), BCL11A (1.00, + [-,-]), IRF2 (1.00, - [-,+]), KLF10 (1.00, - [-,+]), KLF1 (1.00, + [-,-]), KLF16 (1.00, + [-,-]), ZNF169 (1.00, + [-,-]), ZNF182 (1.00, - [-,+]), ZNF205 (1.00, + [-,-]), ZFX (1.00, + [-,-]), ZNF219 (1.00, - [-,+]), 
PYGM	chr14	9782968	chr14	10167498	10167999	1	ZNF658 (1.00, + [+,+]), ZNF467 (1.00, - [+,-]), ZNF341 (1.00, - [+,-]), ZNF557 (1.00, + [+,+]), ZNF281 (1.00, + [+,+]), ZBTB17 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), ZNF180 (1.00, + [+,+]), ZNF205 (1.00, + [+,+]), SALL2 (1.00, - [+,-]), MAZ (1.00, + [+,+]), KLF9 (1.00, + [+,+]), ZFP14 (1.00, - [+,-]), KLF10 (1.00, - [+,-]), 
LOC701437	chr14	14926035	chr14	14866780	14867281	1	ZNF846 (1.00, + [+,+]), ZNF394 (1.00, + [+,+]), ZNF398 (1.00, - [+,-]), ZNF770 (1.00, - [+,-]), KLF10 (1.00, + [+,+]), KLF13 (1.00, + [+,+]), ZFP14 (1.00, + [+,+]), ZNF169 (1.00, - [+,-]), ZNF263 (1.00, - [+,-]), SALL2 (1.00, + [+,+]), SALL4 (1.00, + [+,+]), KLF9 (1.00, - [+,-]), 
SERPING1	chr14	15957537	chr14	16041774	16042275	1	ZNF846 (1.00, - [+,-]), ZNF774 (1.00, + [+,+]), ZNF786 (1.00, + [+,+]), ZNF341 (1.00, - [+,-]), ZNF311 (1.00, + [+,+]), ZNF304 (1.00, - [+,-]), ZNF571 (1.00, + [+,+]), ZNF71 (1.00, - [+,-]), ZNF77 (1.00, + [+,+]), ZNF30 (1.00, + [+,+]), ZNF467 (1.00, + [+,+]), ZNF398 (1.00, + [+,+]), PRDM6 (1.00, + [+,+]), GTF2I (1.00, - [+,-]), KLF10 (1.00, + [+,+]), MAZ (1.00, - [+,-]), SP7 (1.00, + [+,+]), ZBTB17 (1.00, + [+,+]), ZFP14 (1.00, - [+,-]), VEZF1 (1.00, - [+,-]), WT1 (1.00, + [+,+]), ZNF180 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), ZNF132 (1.00, - [+,-]), ZNF202 (1.00, + [+,+]), SP5 (1.00, + [+,+]), RBAK (1.00, - [+,-]), 
ARFGAP2	chr14	18587115	chr14	18386478	18386979	1	ZNF770 (1.00, + [+,+]), ZNF467 (1.00, - [+,-]), ZNF354C (1.00, - [+,-]), SALL2 (1.00, - [+,-]), ZNF181 (1.00, - [+,-]), GTF3A (1.00, - [+,-]), 
ARFGAP2	chr14	18587115	chr14	18433592	18434093	1	ZNF846 (1.00, - [+,-]), ZNF786 (1.00, + [+,+]), ZNF30 (1.00, - [+,-]), ZNF530 (1.00, - [+,-]), ZNF71 (1.00, - [+,-]), ZNF304 (1.00, + [+,+]), KLF9 (1.00, + [+,+]), KLF2 (1.00, - [+,-]), ZFY (1.00, + [+,+]), SALL2 (1.00, - [+,-]), 
CRY2	chr14	19929549	chr14	19535565	19536066	1	ZNF84 (1.00, - [+,-]), ZNF774 (1.00, - [+,-]), ZNF786 (1.00, - [+,-]), ZNF398 (1.00, + [+,+]), ZNF436 (1.00, + [+,+]), ZNF557 (1.00, + [+,+]), ZNF71 (1.00, + [+,+]), ZNF77 (1.00, + [+,+]), ZNF770 (1.00, + [+,+]), ZNF281 (1.00, + [+,+]), ZNF354C (1.00, - [+,-]), ZNF341 (1.00, + [+,+]), ZNF467 (1.00, - [+,-]), ZNF444 (1.00, + [+,+]), ETS2 (1.00, + [+,+]), KLF2 (1.00, + [+,+]), WT1 (1.00, - [+,-]), ZFP69B (1.00, + [+,+]), ZBTB17 (1.00, + [+,+]), VEZF1 (1.00, + [+,+]), ZNF121 (1.00, - [+,-]), ZNF180 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), ZNF132 (1.00, - [+,-]), ZNF263 (1.00, - [+,-]), RREB1 (1.00, + [+,+]), RBAK (1.00, + [+,+]), SALL2 (1.00, - [+,-]), MAZ (1.00, + [+,+]), KLF10 (1.00, + [+,+]), 
CRY2	chr14	19929549	chr14	19790323	19790824	1	ZNF84 (1.00, - [+,-]), ZNF823 (1.00, - [+,-]), ZNF398 (1.00, + [+,+]), ZNF281 (1.00, + [+,+]), ZNF341 (1.00, + [+,+]), ZNF467 (1.00, - [+,-]), ZNF71 (1.00, - [+,-]), ZNF596 (1.00, + [+,+]), ZNF267 (1.00, - [+,-]), SALL2 (1.00, - [+,-]), PRDM6 (1.00, - [+,-]), KLF1 (1.00, + [+,+]), KLF2 (1.00, - [+,-]), ZBTB17 (1.00, - [+,-]), VEZF1 (1.00, + [+,+]), IRF2 (1.00, + [+,+]), ETS2 (1.00, + [+,+]), STAT2 (1.00, + [+,+]), 
CRY2	chr14	19929549	chr14	19917321	19917822	1	ZSCAN30 (1.00, - [-,+]), ZNF467 (1.00, - [-,+]), ZNF444 (1.00, - [-,+]), ZNF384 (1.00, + [-,-]), ZNF398 (1.00, - [-,+]), ZNF557 (1.00, + [-,-]), ZNF527 (1.00, + [-,-]), ZNF613 (1.00, + [-,-]), ZNF71 (1.00, + [-,-]), ZNF281 (1.00, + [-,-]), ZNF304 (1.00, - [-,+]), VEZF1 (1.00, + [-,-]), WT1 (1.00, + [-,-]), ZBTB17 (1.00, - [-,+]), MAZ (1.00, + [-,-]), MZF1 (1.00, + [-,-]), KLF2 (1.00, - [-,+]), SALL2 (1.00, - [-,+]), SP7 (1.00, - [-,+]), ZNF202 (1.00, + [-,-]), ZNF182 (1.00, + [-,-]), ZNF121 (1.00, + [-,-]), 
CHST1	chr14	20102725	chr14	20336722	20337223	1	ZSCAN22 (1.00, - [+,-]), ZNF786 (1.00, - [+,-]), ZNF527 (1.00, + [+,+]), ZNF557 (1.00, + [+,+]), ZNF77 (1.00, + [+,+]), RBAK (1.00, - [+,-]), PRDM6 (1.00, + [+,+]), ZFP14 (1.00, + [+,+]), ZNF181 (1.00, + [+,+]), LYL1 (1.00, - [+,-]), 
C14H11orf96	chr14	21809053	chr14	21808488	21808989	1	ZNF846 (1.00, + [+,+]), ZNF774 (1.00, + [+,+]), ZNF823 (1.00, - [+,-]), ZNF304 (1.00, + [+,+]), ZNF566 (1.00, + [+,+]), ZNF571 (1.00, + [+,+]), ZNF596 (1.00, - [+,-]), ZNF658 (1.00, - [+,-]), ZNF770 (1.00, + [+,+]), ZNF311 (1.00, - [+,-]), ZNF30 (1.00, + [+,+]), ZNF444 (1.00, + [+,+]), ZNF467 (1.00, + [+,+]), ZNF180 (1.00, - [+,-]), ZNF202 (1.00, - [+,-]), DNMT1 (1.00, + [+,+]), MAZ (1.00, + [+,+]), RBAK (1.00, + [+,+]), ZFP64 (1.00, - [+,-]), VEZF1 (1.00, - [+,-]), ZBTB17 (1.00, - [+,-]), ZNF23 (1.00, - [+,-]), ZNF263 (1.00, + [+,+]), 
LRRC4C	chr14	25330612	chr14	25330278	25330779	1	ZNF84 (1.00, - [-,+]), ZNF774 (1.00, - [-,+]), ZNF823 (1.00, - [-,+]), ZNF398 (1.00, + [-,-]), ZNF341 (1.00, + [-,-]), ZNF283 (1.00, + [-,-]), ZNF557 (1.00, + [-,-]), ZNF571 (1.00, - [-,+]), ZNF71 (1.00, + [-,-]), ZNF467 (1.00, - [-,+]), ZNF484 (1.00, - [-,+]), STAT2 (1.00, - [-,+]), VEZF1 (1.00, - [-,+]), IRF2 (1.00, + [-,-]), ETS2 (1.00, + [-,-]), CTCF (1.00, + [-,-]), CTCFL (1.00, + [-,-]), RBAK (1.00, - [-,+]), PRDM6 (1.00, - [-,+]), ZNF169 (1.00, + [-,-]), ZNF124 (1.00, + [-,-]), ZFP57 (1.00, - [-,+]), ZBTB17 (1.00, + [-,-]), 
MPPED2	chr14	34822941	chr14	34846937	34847438	1	ZNF84 (1.00, - [+,-]), ZNF527 (1.00, - [+,-]), ZNF436 (1.00, + [+,+]), ZNF766 (1.00, + [+,+]), STAT2 (1.00, - [+,-]), 
MPPED2	chr14	34822941	chr14	34986006	34986507	1	ZNF776 (1.00, + [+,+]), ZNF77 (1.00, - [+,-]), STAT2 (1.00, + [+,+]), ZBTB17 (1.00, - [+,-]), 
ABCC8	chr14	48161088	chr14	48160762	48161263	1	ZNF846 (1.00, + [+,+]), ZNF467 (1.00, + [+,+]), ZNF441 (1.00, + [+,+]), ZNF543 (1.00, + [+,+]), ZNF513 (1.00, + [+,+]), ZNF530 (1.00, + [+,+]), ZNF596 (1.00, - [+,-]), ZNF682 (1.00, + [+,+]), ZNF770 (1.00, - [+,-]), ZNF30 (1.00, - [+,-]), ZNF398 (1.00, - [+,-]), ZNF304 (1.00, - [+,-]), ZNF283 (1.00, + [+,+]), GTF2I (1.00, - [+,-]), KLF10 (1.00, + [+,+]), KLF1 (1.00, + [+,+]), KLF4 (1.00, + [+,+]), KLF5 (1.00, + [+,+]), KLF9 (1.00, + [+,+]), VEZF1 (1.00, + [+,+]), WT1 (1.00, + [+,+]), ZFP64 (1.00, + [+,+]), ZFP57 (1.00, + [+,+]), ZNF180 (1.00, - [+,-]), ZNF267 (1.00, + [+,+]), KLF7 (1.00, - [+,-]), 
ABCC8	chr14	48161088	chr14	48216079	48216580	1	ZNF84 (1.00, + [+,+]), ZNF823 (1.00, - [+,-]), ZNF467 (1.00, - [+,-]), ZNF557 (1.00, - [+,-]), ZNF341 (1.00, - [+,-]), ZNF484 (1.00, - [+,-]), ZNF77 (1.00, - [+,-]), ZNF181 (1.00, + [+,+]), ZNF169 (1.00, - [+,-]), ZFP28 (1.00, - [+,-]), STAT2 (1.00, + [+,+]), 
ABCC8	chr14	48161088	chr14	48248634	48249135	1	ZSCAN22 (1.00, - [+,-]), ZNF774 (1.00, - [+,-]), ZNF846 (1.00, + [+,+]), ZNF786 (1.00, - [+,-]), ZNF543 (1.00, + [+,+]), ZNF571 (1.00, - [+,-]), ZNF566 (1.00, - [+,-]), ZNF658 (1.00, + [+,+]), ZNF770 (1.00, + [+,+]), ZNF311 (1.00, + [+,+]), ZNF341 (1.00, + [+,+]), ZNF281 (1.00, + [+,+]), ZNF394 (1.00, + [+,+]), ZNF441 (1.00, - [+,-]), ZNF548 (1.00, + [+,+]), ZNF467 (1.00, + [+,+]), ZNF304 (1.00, + [+,+]), ZNF484 (1.00, - [+,-]), ZNF444 (1.00, + [+,+]), CTCF (1.00, - [+,-]), KLF1 (1.00, + [+,+]), KLF13 (1.00, + [+,+]), KLF10 (1.00, + [+,+]), KLF16 (1.00, + [+,+]), KLF15 (1.00, + [+,+]), ZFP64 (1.00, + [+,+]), ZFP57 (1.00, + [+,+]), ZBTB17 (1.00, + [+,+]), SP7 (1.00, + [+,+]), SP9 (1.00, - [+,-]), TCF12 (1.00, - [+,-]), VEZF1 (1.00, - [+,-]), WT1 (1.00, + [+,+]), SP8 (1.00, - [+,-]), ZNF132 (1.00, - [+,-]), ZNF180 (1.00, + [+,+]), ZNF189 (1.00, + [+,+]), ZNF202 (1.00, + [+,+]), ZNF219 (1.00, - [+,-]), ZNF263 (1.00, - [+,-]), ZNF267 (1.00, + [+,+]), CTCFL (1.00, + [+,+]), GTF3A (1.00, - [+,-]), SALL2 (1.00, - [+,-]), RBAK (1.00, - [+,-]), SALL4 (1.00, - [+,-]), SP1 (1.00, - [+,-]), KLF9 (1.00, + [+,+]), KLF7 (1.00, - [+,-]), MAZ (1.00, - [+,-]), KLF5 (1.00, + [+,+]), SP2 (1.00, - [+,-]), SP4 (1.00, - [+,-]), 
RRAS2	chr14	51230309	chr14	51199871	51200372	1	ZNF774 (1.00, + [-,-]), ZNF823 (1.00, + [-,-]), ZNF444 (1.00, - [-,+]), ZNF341 (1.00, - [-,+]), ZNF37A (1.00, + [-,-]), ZNF467 (1.00, + [-,-]), ZNF71 (1.00, - [-,+]), ZNF766 (1.00, - [-,+]), ZNF263 (1.00, - [-,+]), RBAK (1.00, - [-,+]), SALL2 (1.00, - [-,+]), MAZ (1.00, - [-,+]), PRDM6 (1.00, - [-,+]), ETS2 (1.00, - [-,+]), GTF2I (1.00, - [-,+]), BCL11A (1.00, + [-,-]), KLF2 (1.00, - [-,+]), ZBTB17 (1.00, - [-,+]), VEZF1 (1.00, - [-,+]), ZNF124 (1.00, - [-,+]), ZNF132 (1.00, + [-,-]), ZNF180 (1.00, + [-,-]), ZNF189 (1.00, + [-,-]), ZNF219 (1.00, + [-,-]), 
USP47	chr14	53781642	chr14	53780739	53781240	1	ZNF846 (1.00, - [-,+]), ZNF543 (1.00, - [-,+]), ZNF384 (1.00, + [-,-]), ZNF613 (1.00, + [-,-]), ZNF182 (1.00, - [-,+]), RREB1 (1.00, - [-,+]), ZNF169 (1.00, + [-,-]), ZNF205 (1.00, - [-,+]), 
HIKESHI	chr14	79539889	chr14	79897235	79897736	1	ZSCAN22 (1.00, + [+,+]), ZNF846 (1.00, - [+,-]), ZNF441 (1.00, - [+,-]), ZNF283 (1.00, + [+,+]), ZNF394 (1.00, - [+,-]), ZNF566 (1.00, - [+,-]), ZNF557 (1.00, + [+,+]), ZNF548 (1.00, + [+,+]), ZNF530 (1.00, + [+,+]), SP1 (1.00, - [+,-]), KLF7 (1.00, + [+,+]), KLF5 (1.00, - [+,-]), PRDM6 (1.00, + [+,+]), KLF9 (1.00, + [+,+]), KLF10 (1.00, + [+,+]), KLF16 (1.00, + [+,+]), SP9 (1.00, + [+,+]), ZFP69B (1.00, + [+,+]), SP8 (1.00, + [+,+]), SP7 (1.00, + [+,+]), WT1 (1.00, + [+,+]), ZNF180 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), KLF13 (1.00, + [+,+]), KLF15 (1.00, + [+,+]), ZFY (1.00, - [+,-]), ZFX (1.00, - [+,-]), 
TMEM135	chr14	80219615	chr14	80248875	80249376	1	ZSCAN22 (1.00, - [+,-]), ZNF776 (1.00, + [+,+]), ZNF846 (1.00, - [+,-]), ZNF786 (1.00, + [+,+]), ZNF543 (1.00, - [+,-]), ZNF566 (1.00, - [+,-]), ZNF557 (1.00, + [+,+]), ZNF71 (1.00, - [+,-]), ZNF770 (1.00, - [+,-]), ZNF311 (1.00, - [+,-]), ZNF341 (1.00, + [+,+]), ZNF467 (1.00, - [+,-]), SALL4 (1.00, + [+,+]), VEZF1 (1.00, + [+,+]), KLF9 (1.00, - [+,-]), MAZ (1.00, - [+,-]), KLF5 (1.00, - [+,-]), SP5 (1.00, + [+,+]), SP2 (1.00, - [+,-]), SALL2 (1.00, - [+,-]), ZNF202 (1.00, + [+,+]), ZNF180 (1.00, - [+,-]), WT1 (1.00, - [+,-]), 
ZBTB16	chr14	107205927	chr14	107277141	107277642	1	ZNF557 (1.00, + [+,+]), ZNF354C (1.00, + [+,+]), ZNF205 (1.00, + [+,+]), RBAK (1.00, + [+,+]), 
ZBTB16	chr14	107205927	chr14	107294735	107295236	1	ZNF84 (1.00, - [+,-]), ZNF823 (1.00, + [+,+]), ZNF557 (1.00, + [+,+]), IRF2 (1.00, + [+,+]), ETS2 (1.00, + [+,+]), ZFP28 (1.00, + [+,+]), STAT2 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), ZNF124 (1.00, + [+,+]), PRDM6 (1.00, + [+,+]), 
ZBTB16	chr14	107205927	chr14	107382688	107383189	1	ZNF786 (1.00, - [-,+]), ZNF467 (1.00, - [-,+]), ZNF444 (1.00, - [-,+]), ZNF281 (1.00, - [-,+]), ZNF37A (1.00, - [-,+]), ZNF770 (1.00, - [-,+]), ZNF132 (1.00, + [-,-]), ZNF124 (1.00, - [-,+]), ZNF169 (1.00, - [-,+]), SALL4 (1.00, - [-,+]), MAZ (1.00, - [-,+]), MZF1 (1.00, - [-,+]), VEZF1 (1.00, - [-,+]), ETS2 (1.00, - [-,+]), GTF2I (1.00, + [-,-]), KLF11 (1.00, + [-,-]), KLF2 (1.00, + [-,-]), ZBTB17 (1.00, - [-,+]), 
DSCAML1	chr14	110857361	chr14	110593869	110594370	1	ZNF860 (1.00, + [+,+]), ZNF846 (1.00, + [+,+]), ZNF467 (1.00, + [+,+]), ZNF444 (1.00, - [+,-]), ZNF398 (1.00, - [+,-]), ZNF557 (1.00, - [+,-]), ZNF530 (1.00, - [+,-]), ZNF658 (1.00, - [+,-]), ZNF71 (1.00, - [+,-]), ZNF341 (1.00, + [+,+]), ZNF484 (1.00, + [+,+]), VEZF1 (1.00, + [+,+]), WT1 (1.00, + [+,+]), ZBTB17 (1.00, + [+,+]), ZNF124 (1.00, - [+,-]), ZNF169 (1.00, - [+,-]), ETS2 (1.00, - [+,-]), RBAK (1.00, + [+,+]), SP7 (1.00, + [+,+]), ZNF263 (1.00, - [+,-]), 
DSCAML1	chr14	110857361	chr14	110705218	110705719	1	ZNF823 (1.00, - [-,+]), ZNF467 (1.00, - [-,+]), ZNF71 (1.00, - [-,+]), SP9 (1.00, - [-,+]), VEZF1 (1.00, - [-,+]), ZBTB17 (1.00, + [-,-]), ZNF169 (1.00, - [-,+]), ZNF132 (1.00, + [-,-]), ZNF263 (1.00, - [-,+]), SALL2 (1.00, + [-,-]), SALL4 (1.00, + [-,-]), KLF16 (1.00, - [-,+]), KLF15 (1.00, - [-,+]), 
