Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Peak_Gene_Prob	TFs(prob, activator_repressor [L,B])
NXPH2	chr12	25853843	chr12	25853665	25854166	0.9526	ZSCAN30 (1.00, + [+,+]), CTCFL (1.00, - [+,-]), SALL4 (1.00, - [+,-]), ZNF444 (1.00, + [+,+]), ZBTB17 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), VEZF1 (1.00, + [+,+]), ZNF548 (1.00, + [+,+]), ZNF132 (1.00, + [+,+]), SALL2 (1.00, + [+,+]), ZNF846 (0.99, - [+,-]), ZNF770 (0.78, + [+,+]), 
NXPH2	chr12	25853843	chr12	25854246	25854747	0.9844	ZNF846 (1.00, - [+,-]), ZBTB17 (1.00, + [+,+]), ZNF169 (1.00, + [+,+]), ZNF571 (0.98, - [+,-]), ZNF311 (0.96, + [+,+]), KLF7 (0.96, + [+,+]), ZNF530 (0.95, - [+,-]), ZNF770 (0.80, + [+,+]), 
LRP1B	chr12	29269386	chr12	28656082	28656583	0.9506	ZNF766 (1.00, - [+,-]), IKZF2 (0.99, + [+,+]), 
LYPD6B	chr12	36224303	chr12	36224148	36224649	0.9162	ZNF341 (1.00, - [+,-]), ZNF846 (1.00, - [+,-]), ZNF444 (1.00, - [+,-]), ZFP64 (0.97, - [+,-]), SP7 (0.97, + [+,+]), CTCFL (0.96, + [+,+]), ZNF786 (0.91, - [+,-]), KLF10 (0.85, + [+,+]), KLF7 (0.82, - [+,-]), ZNF304 (0.73, + [+,+]), MAZ (0.70, + [+,+]), 
LYPD6B	chr12	36224303	chr12	36527525	36528026	0.775	SALL2 (1.00, + [+,+]), ZBTB17 (1.00, + [+,+]), ZNF202 (1.00, + [+,+]), ZNF281 (1.00, + [+,+]), ZNF846 (1.00, - [+,-]), ZNF398 (0.99, - [+,-]), RREB1 (0.95, - [+,-]), 
PLA2R1	chr12	47110781	chr12	47110374	47110875	0.9242	ZNF846 (0.97, - [+,-]), ZNF180 (0.94, - [+,-]), ZNF341 (0.93, - [+,-]), KLF9 (0.89, + [+,+]), ZNF530 (0.82, - [+,-]), ZNF30 (0.81, + [+,+]), ZNF263 (0.74, - [+,-]), 
FIGN	chr12	50871598	chr12	50860527	50861028	0.9844	ZNF774 (1.00, + [+,+]), ZNF37A (0.96, + [+,+]), ZNF658 (0.96, + [+,+]), ZNF543 (0.96, + [+,+]), ZNF202 (0.94, + [+,+]), ZNF571 (0.94, - [+,-]), ZBTB17 (0.91, + [+,+]), ZNF467 (0.90, + [+,+]), ZNF267 (0.88, - [+,-]), ZNF169 (0.83, + [+,+]), ZNF283 (0.81, + [+,+]), SALL4 (0.76, - [+,-]), ZNF311 (0.75, + [+,+]), 
SCN9A	chr12	53645674	chr12	53685674	53686175	0.9398	TBPL2 (0.76, + [+,+]), 
ITGA6	chr12	59539808	chr12	59325748	59326249	0.9944	ZNF263 (0.99, + [+,+]), PRDM6 (0.98, - [+,-]), 
ITGA6	chr12	59539808	chr12	59360093	59360594	0.8864	ZNF22 (1.00, + [+,+]), ZNF823 (0.98, + [+,+]), SALL2 (0.93, - [+,-]), NFE2L1 (0.87, + [+,+]), 
ITGA6	chr12	59539808	chr12	59360639	59361140	0.9378	FOXI3 (1.00, + [+,+]), HLX (1.00, + [+,+]), ZNF658 (0.96, - [+,-]), ZNF571 (0.81, + [+,+]), ZNF181 (0.76, + [+,+]), 
ITGA6	chr12	59539808	chr12	59540731	59541232	0.9682	ZNF22 (1.00, + [+,+]), ARID3A (1.00, - [+,-]), ZNF281 (1.00, + [+,+]), MZF1 (0.99, - [+,-]), MAZ (0.99, + [+,+]), ZNF304 (0.87, + [+,+]), ZNF182 (0.83, - [+,-]), 
ITGA6	chr12	59539808	chr12	59544795	59545296	0.9944	ZNF182 (0.83, - [+,-]), ARID3A (0.82, - [+,-]), ZNF132 (0.75, - [+,-]), 
ITGA6	chr12	59539808	chr12	59571211	59571712	0.9136	ZNF768 (1.00, + [+,+]), ZNF770 (1.00, + [+,+]), CPEB1 (0.98, - [+,-]), 
NFE2L2	chr12	64360104	chr12	64361082	64361583	0.962	KLF4 (1.00, - [+,-]), ZNF180 (1.00, - [+,-]), ZNF341 (0.97, - [+,-]), ZNF311 (0.93, - [+,-]), VEZF1 (0.91, + [+,+]), ZNF304 (0.88, - [+,-]), ZBTB17 (0.88, + [+,+]), ZNF441 (0.85, - [+,-]), RBAK (0.77, + [+,+]), ZFX (0.72, + [+,+]), 
ITGA4	chr12	68550196	chr12	68510693	68511194	0.948	ZNF384 (0.99, - [+,-]), ZNF182 (0.95, - [+,-]), ZNF860 (0.71, - [+,-]), 
CERKL	chr12	68750354	chr12	68646775	68647276	0.929	ZNF467 (1.00, - [+,-]), ZNF444 (1.00, - [+,-]), ZNF182 (1.00, - [+,-]), CPEB1 (0.99, - [+,-]), PRDM6 (0.97, - [+,-]), ZBTB17 (0.95, - [+,-]), ZNF484 (0.93, - [+,-]), ZNF22 (0.76, + [+,+]), ZNF71 (0.73, - [+,-]), ZNF354C (0.72, - [+,-]), 
NEUROD1	chr12	68771875	chr12	68646775	68647276	0.9664	ZNF467 (1.00, - [+,-]), ZNF444 (1.00, - [+,-]), ZNF182 (1.00, - [+,-]), CPEB1 (0.99, - [+,-]), PRDM6 (0.97, - [+,-]), ZBTB17 (0.95, - [+,-]), ZNF484 (0.93, - [+,-]), ZNF22 (0.76, + [+,+]), ZNF71 (0.73, - [+,-]), ZNF354C (0.72, - [+,-]), 
PDE1A	chr12	69548125	chr12	69373421	69373922	0.8464	ZNF354C (0.99, - [+,-]), 
ZNF804A	chr12	71683952	chr12	71921847	71922348	0.806	ZNF649 (1.00, + [-,-]), TBPL2 (0.99, + [-,-]), ZNF22 (0.93, - [-,+]), 
ANKAR	chr12	76853935	chr12	76865077	76865578	0.9056	ZNF169 (1.00, + [+,+]), ZFP28 (0.90, + [+,+]), 
ANKAR	chr12	76853935	chr12	76934253	76934754	0.9296	ZNF613 (1.00, + [+,+]), ZNF384 (0.96, + [+,+]), ZNF649 (0.88, + [+,+]), ZNF79 (0.78, + [+,+]), LYL1 (0.75, - [+,-]), ZNF22 (0.70, - [+,-]), 
HIBCH	chr12	77503049	chr12	77300020	77300521	0.8928	BCL11A (0.92, + [-,-]), 
MYO1B	chr12	78477146	chr12	78645068	78645569	0.8934	ZNF354C (1.00, - [+,-]), ZNF649 (1.00, - [+,-]), ZNF394 (0.96, - [+,-]), ZNF557 (0.95, - [+,-]), 
ANKRD44	chr12	84416969	chr12	84193296	84193797	0.8736	ZNF384 (1.00, - [+,-]), ZNF182 (1.00, - [+,-]), ZNF557 (0.95, - [+,-]), ZNF846 (0.90, - [+,-]), 
CFLAR	chr12	88378318	chr12	88151865	88152366	0.7316	ZNF30 (1.00, - [-,+]), ZNF121 (0.95, + [-,-]), ZNF181 (0.87, + [-,-]), ZNF846 (0.85, + [-,-]), ZNF441 (0.85, + [-,-]), STAT2 (0.72, + [-,-]), 
PPIL3	chr12	88151278	chr12	88151865	88152366	0.9334	ZNF30 (1.00, + [+,+]), ZNF121 (0.95, - [+,-]), ZNF181 (0.87, - [+,-]), ZNF846 (0.85, - [+,-]), ZNF441 (0.85, - [+,-]), STAT2 (0.72, - [+,-]), 
FZD7	chr12	89352247	chr12	89291037	89291538	0.9796	ZNF596 (1.00, + [+,+]), ZNF84 (0.99, + [+,+]), ZNF169 (0.94, + [+,+]), ZNF444 (0.87, + [+,+]), ZNF341 (0.86, + [+,+]), ZNF823 (0.77, - [+,-]), 
VWC2L	chr12	101800485	chr12	101804451	101804952	0.9698	GTF2I (0.99, - [+,-]), ZNF169 (0.98, + [+,+]), 
VWC2L	chr12	101800485	chr12	102187475	102187976	0.8568	KLF1 (0.96, + [+,+]), SALL2 (0.93, + [+,+]), ZNF770 (0.88, + [+,+]), ZNF786 (0.87, - [+,-]), KLF10 (0.85, + [+,+]), ZNF202 (0.82, + [+,+]), STAT2 (0.71, - [+,-]), 
VWC2L	chr12	101800485	chr12	102293278	102293779	0.7812	ZNF169 (0.73, + [-,-]), 
IGFBP5	chr12	104080187	chr12	104186452	104186953	0.9798	ZNF846 (1.00, - [+,-]), ZNF354C (0.92, - [+,-]), ZNF205 (0.83, + [+,+]), ZFX (0.73, + [+,+]), 
IGFBP5	chr12	104080187	chr12	104542167	104542668	0.8522	ZNF557 (1.00, - [+,-]), ZNF658 (1.00, - [+,-]), ZNF467 (0.99, - [+,-]), ZNF281 (0.95, + [+,+]), 
SERPINE2	chr12	111492484	chr12	111572143	111572644	0.9186	ZNF283 (1.00, - [+,-]), ARID3A (1.00, - [+,-]), HOXC5 (0.92, - [+,-]), HDX (0.78, + [+,+]), 
RAMP1	chr12	125260375	chr12	125300558	125301059	0.7322	ZNF846 (1.00, - [+,-]), ZFY (1.00, - [+,-]), SALL4 (1.00, - [+,-]), ZNF682 (1.00, + [+,+]), ZNF182 (0.98, - [+,-]), ZNF22 (0.93, + [+,+]), ZNF557 (0.71, - [+,-]), 
CHST10	chr13	4234531	chr13	4252737	4253238	0.8318	ZNF770 (0.91, + [+,+]), ARID3A (0.70, - [+,-]), 
CHST10	chr13	4234531	chr13	4277975	4278476	0.838	ZNF341 (1.00, - [+,-]), ZNF566 (1.00, - [+,-]), ZNF557 (0.92, - [+,-]), ZNF169 (0.91, - [+,-]), ZNF467 (0.82, - [+,-]), 
DNAH6	chr13	23988991	chr13	24078485	24078986	0.7688	ZNF596 (1.00, + [-,-]), VEZF1 (1.00, + [-,-]), ZNF169 (1.00, + [-,-]), ZNF613 (1.00, + [-,-]), ZNF182 (1.00, + [-,-]), SALL2 (1.00, + [-,-]), ZNF398 (0.99, - [-,+]), ZBTB17 (0.99, + [-,-]), ETS2 (0.96, - [-,+]), ZNF774 (0.93, + [-,-]), ZNF384 (0.91, + [-,-]), ARID3A (0.86, + [-,-]), PRDM6 (0.85, + [-,-]), ZNF823 (0.81, + [-,-]), 
LRRTM4	chr13	31165391	chr13	31303474	31303975	0.758	CPEB1 (0.98, - [+,-]), ARID3A (0.95, - [+,-]), ZNF384 (0.87, - [+,-]), ZNF79 (0.81, + [+,+]), ZNF354C (0.75, - [+,-]), 
LRRTM4	chr13	31165391	chr13	31568555	31569056	0.8908	ZNF77 (0.99, - [+,-]), FOS (0.94, + [+,+]), FOSL2 (0.94, + [+,+]), 
LRRTM4	chr13	31165391	chr13	31949869	31950370	0.871	ZNF22 (0.92, + [-,-]), ZNF197 (0.83, + [-,-]), ZKSCAN2 (0.75, + [-,-]), ZNF384 (0.73, + [-,-]), 
SFXN5	chr13	35705098	chr13	35743218	35743719	0.883	ZNF596 (1.00, + [+,+]), ZNF398 (0.91, - [+,-]), RREB1 (0.91, - [+,-]), 
SFXN5	chr13	35705098	chr13	35890870	35891371	0.7656	ZNF596 (0.97, + [+,+]), ZNF768 (0.93, + [+,+]), PRDM9 (0.88, - [+,-]), ZNF304 (0.81, + [+,+]), ZSCAN30 (0.79, + [+,+]), KLF9 (0.77, + [+,+]), 
ANTXR1	chr13	39789108	chr13	39494947	39495448	0.912	ZFP64 (0.99, + [+,+]), ZNF311 (0.82, + [+,+]), KLF7 (0.71, + [+,+]), 
ANTXR1	chr13	39789108	chr13	39656552	39657053	0.9194	ZNF846 (1.00, - [+,-]), FOXI3 (0.97, - [+,-]), 
ANTXR1	chr13	39789108	chr13	39655910	39656411	0.899	ZNF846 (0.97, - [+,-]), 
ANTXR1	chr13	39789108	chr13	39657313	39657814	0.859	ZNF846 (1.00, - [+,-]), ZNF596 (0.99, + [+,+]), ZNF22 (0.99, + [+,+]), ZNF132 (0.93, + [+,+]), TAL1 (0.78, + [+,+]), 
APLF	chr13	40311182	chr13	40289750	40290251	0.7872	PRDM6 (1.00, + [-,-]), CPEB1 (1.00, + [-,-]), ZNF571 (0.96, - [-,+]), ZNF770 (0.94, - [-,+]), FOS (0.94, - [-,+]), 
FANCL	chr13	50523657	chr13	50272383	50272884	0.8708	ZNF22 (0.79, + [+,+]), 
VRK2	chr13	50716602	chr13	50272383	50272884	0.779	ZNF22 (0.79, + [+,+]), 
VRK2	chr13	50716602	chr13	50336616	50337117	0.71	ZNF649 (1.00, - [+,-]), KLF16 (0.96, + [+,+]), ARID3A (0.89, - [+,-]), 
SRBD1	chr13	63189995	chr13	62901063	62901564	0.8742	ZNF121 (1.00, + [-,-]), ZNF770 (1.00, - [-,+]), ZNF613 (1.00, + [-,-]), ZNF182 (0.98, + [-,-]), STAT2 (0.95, + [-,-]), ZNF846 (0.95, + [-,-]), ZNF571 (0.92, - [-,+]), ZNF384 (0.88, + [-,-]), ZNF22 (0.83, - [-,+]), 
PLEKHH2	chr13	65159893	chr13	65159125	65159626	0.982	VEZF1 (0.84, + [+,+]), ZSCAN22 (0.76, - [+,-]), ZFP64 (0.71, - [+,-]), 
PLEKHH2	chr13	65159893	chr13	65159651	65160152	0.9976	ZNF132 (0.88, - [+,-]), ZNF169 (0.80, + [+,+]), ZNF786 (0.73, - [+,-]), 
KCNG3	chr13	66302102	chr13	66061096	66061597	0.908	ZNF182 (1.00, - [+,-]), ZNF22 (0.89, + [+,+]), ETS2 (0.86, + [+,+]), BCL11A (0.80, - [+,-]), 
HAAO	chr13	65976164	chr13	66414375	66414876	0.8508	ZNF398 (0.97, + [+,+]), ZNF860 (0.95, - [+,-]), VEZF1 (0.93, - [+,-]), 
GALNT14	chr13	77756608	chr13	77741934	77742435	0.7194	HLX (0.86, - [-,+]), 
GALNT14	chr13	77756608	chr13	77757827	77758328	0.995	ZNF846 (0.98, - [+,-]), ZFP57 (0.81, + [+,+]), ZNF169 (0.77, + [+,+]), 
GALNT14	chr13	77756608	chr13	77811481	77811982	0.9738	ZNF169 (0.98, + [+,+]), ZNF557 (0.92, + [+,+]), 
GALNT14	chr13	77756608	chr13	77920820	77921321	0.9994	ZNF267 (0.81, - [+,-]), CPEB1 (0.79, + [+,+]), ZNF467 (0.79, + [+,+]), 
ALK	chr13	78995891	chr13	78996258	78996759	0.7832	ZNF202 (0.97, + [+,+]), ZFP57 (0.97, - [+,-]), ZNF774 (0.97, + [+,+]), ZBTB17 (0.90, + [+,+]), ZNF205 (0.85, + [+,+]), VEZF1 (0.83, + [+,+]), 
DNAJC27	chr13	84012148	chr13	83873221	83873722	0.8454	ZNF304 (0.75, + [+,+]), 
DNAJC27	chr13	84012148	chr13	83910355	83910856	0.8646	ZNF22 (0.99, + [+,+]), ZNF281 (0.98, + [+,+]), ZNF77 (0.88, - [+,-]), ZNF37A (0.85, - [+,-]), ZNF197 (0.74, - [+,-]), 
LRATD1	chr13	94264381	chr13	94216868	94217369	0.9864	ARID3A (0.99, - [+,-]), PRDM6 (0.99, - [+,-]), ZNF557 (0.99, - [+,-]), ZNF467 (0.99, - [+,-]), FOSL2 (0.95, + [+,+]), KLF2 (0.90, + [+,+]), FOS (0.81, + [+,+]), ZNF22 (0.80, + [+,+]), SALL2 (0.73, - [+,-]), 
GREB1	chr13	97229337	chr13	97268748	97269249	0.9716	ZNF846 (0.79, - [+,-]), ZNF557 (0.71, - [+,-]), ZNF530 (0.71, + [+,+]), 
C13H2orf50	chr13	97645615	chr13	97654776	97655277	0.7082	ZNF846 (0.99, + [-,-]), ZNF283 (0.91, - [-,+]), ZNF658 (0.90, - [-,+]), WT1 (0.76, - [-,+]), ZNF169 (0.74, + [-,-]), KLF4 (0.73, + [-,-]), 
HPCAL1	chr13	98455746	chr13	98331539	98332040	0.9008	ZNF467 (1.00, - [+,-]), PRDM6 (0.99, - [+,-]), GTF2I (0.97, + [+,+]), 
HPCAL1	chr13	98455746	chr13	98333181	98333682	0.7038	TBPL2 (1.00, - [+,-]), ZNF846 (1.00, - [+,-]), MZF1 (0.99, - [+,-]), ZNF26 (0.93, + [+,+]), KLF5 (0.88, + [+,+]), ZFP64 (0.83, - [+,-]), ZNF132 (0.81, - [+,-]), ZNF571 (0.79, + [+,+]), ZNF180 (0.78, - [+,-]), GTF2I (0.74, + [+,+]), ZNF548 (0.73, + [+,+]), PRDM9 (0.72, + [+,+]), KLF9 (0.71, - [+,-]), 
HPCAL1	chr13	98455746	chr13	98419999	98420500	0.9124	ARID3A (1.00, - [+,-]), ZNF768 (1.00, + [+,+]), ZNF846 (1.00, - [+,-]), HOXC5 (0.98, - [+,-]), ZNF354C (0.97, - [+,-]), 
HPCAL1	chr13	98455746	chr13	98420583	98421084	0.931	ZNF557 (1.00, - [+,-]), ZNF169 (1.00, - [+,-]), ZNF530 (1.00, + [+,+]), ZNF281 (0.99, + [+,+]), MAZ (0.97, + [+,+]), ZNF467 (0.95, - [+,-]), ZNF202 (0.94, - [+,-]), MZF1 (0.91, - [+,-]), ZNF444 (0.88, - [+,-]), 
HPCAL1	chr13	98455746	chr13	98426225	98426726	0.7182	PRDM9 (1.00, + [+,+]), ZNF394 (1.00, + [+,+]), SALL4 (0.99, - [+,-]), TAL1 (0.97, - [+,-]), ZNF467 (0.93, - [+,-]), ZNF341 (0.92, + [+,+]), ZNF26 (0.91, + [+,+]), ZNF180 (0.75, + [+,+]), ZNF205 (0.70, - [+,-]), 
HPCAL1	chr13	98455746	chr13	98506469	98506970	0.9012	ZNF169 (1.00, - [+,-]), PRDM6 (1.00, - [+,-]), ZNF205 (0.99, + [+,+]), ZNF77 (0.87, - [+,-]), 
HPCAL1	chr13	98455746	chr13	98564940	98565441	0.9136	ARID3A (0.98, - [+,-]), ZNF557 (0.98, - [+,-]), ZNF846 (0.95, - [+,-]), ZNF169 (0.81, - [+,-]), ETS2 (0.73, + [+,+]), 
HPCAL1	chr13	98455746	chr13	98620981	98621482	0.9582	ZNF846 (1.00, + [+,+]), ZNF571 (0.90, + [+,+]), ZNF596 (0.79, + [+,+]), 
ASAP2	chr13	99567186	chr13	99465758	99466259	0.8652	ZNF530 (0.98, - [+,-]), ZNF774 (0.96, + [+,+]), HLX (0.92, - [+,-]), ZNF169 (0.77, + [+,+]), 
RNF144A	chr13	101856263	chr13	101715083	101715584	0.8306	PRDM6 (1.00, - [-,+]), ZNF823 (0.97, + [-,-]), ZNF613 (0.90, - [-,+]), ZNF22 (0.88, + [-,-]), ZNF467 (0.77, - [-,+]), 
RNF144A	chr13	101856263	chr13	101833286	101833787	0.795	ZNF658 (0.85, - [+,-]), ZNF774 (0.80, - [+,-]), ZBTB17 (0.78, - [+,-]), PRDM6 (0.75, - [+,-]), ZNF84 (0.74, + [+,+]), 
LTO1	chr14	5132952	chr14	5138331	5138832	0.8418	KLF2 (0.78, - [-,+]), ZNF180 (0.73, - [-,+]), 
CST6	chr14	8538643	chr14	8528365	8528866	0.9678	CTCFL (0.88, - [-,+]), OSR2 (0.79, - [-,+]), 
LDLRAD3	chr14	29517714	chr14	29422471	29422972	0.9428	ZNF182 (1.00, - [+,-]), ZNF774 (0.92, - [+,-]), ZNF649 (0.89, - [+,-]), 
LDLRAD3	chr14	29517714	chr14	29521694	29522195	0.9418	ZNF766 (1.00, - [+,-]), ZNF205 (1.00, - [+,-]), ZNF132 (0.98, - [+,-]), ZNF467 (0.92, - [+,-]), ZNF557 (0.92, - [+,-]), FOS (0.78, + [+,+]), 
LDLRAD3	chr14	29517714	chr14	29535192	29535693	0.9774	ZNF823 (0.71, - [+,-]), 
LDLRAD3	chr14	29517714	chr14	29535792	29536293	0.9038	ZNF548 (0.94, + [+,+]), 
LDLRAD3	chr14	29517714	chr14	29544017	29544518	0.8068	ARID3A (1.00, - [+,-]), ZBTB17 (0.77, - [+,-]), 
SLC1A2	chr14	30047333	chr14	30102113	30102614	0.946	ZSCAN30 (0.99, + [+,+]), ZNF557 (0.96, + [+,+]), ZNF823 (0.94, - [+,-]), ZNF124 (0.82, + [+,+]), ETS2 (0.81, - [+,-]), ZNF354C (0.75, + [+,+]), 
RCN1	chr14	33351791	chr14	33266583	33267084	0.9238	ZNF846 (1.00, - [+,-]), ZNF766 (1.00, - [+,-]), ZNF786 (1.00, - [+,-]), ZNF557 (1.00, - [+,-]), ZNF205 (0.91, + [+,+]), ZNF84 (0.75, - [+,-]), 
RCN1	chr14	33351791	chr14	33267221	33267722	0.9206	ZNF846 (1.00, - [+,-]), ZNF77 (1.00, - [+,-]), PRDM6 (1.00, - [+,-]), ZNF557 (0.99, - [+,-]), STAT2 (0.98, - [+,-]), ETS2 (0.87, + [+,+]), ZNF169 (0.84, - [+,-]), 
RCN1	chr14	33351791	chr14	33398221	33398722	0.9426	ZNF557 (1.00, - [+,-]), IKZF2 (0.99, - [+,-]), ZNF823 (0.91, - [+,-]), 
KCNA4	chr14	35399650	chr14	35718391	35718892	0.7796	ZNF182 (0.99, - [+,-]), PRDM6 (0.98, - [+,-]), 
METTL15	chr14	37336710	chr14	37542059	37542560	0.7356	ZNF37A (0.96, + [-,-]), ZNF557 (0.96, + [-,-]), ZNF530 (0.93, - [-,+]), ZNF467 (0.85, + [-,-]), BCL11A (0.83, + [-,-]), ZNF77 (0.80, + [-,-]), 
NRIP3	chr14	56686805	chr14	56595836	56596337	0.7014	ZNF398 (0.85, - [+,-]), ZNF341 (0.77, - [+,-]), ZNF267 (0.75, - [+,-]), ZNF169 (0.70, - [+,-]), 
SCUBE2	chr14	56598102	chr14	56595836	56596337	0.8628	ZNF398 (0.85, - [+,-]), ZNF341 (0.77, - [+,-]), ZNF267 (0.75, - [+,-]), ZNF169 (0.70, - [+,-]), 
NRIP3	chr14	56686805	chr14	56598236	56598737	0.7842	ZNF846 (1.00, - [+,-]), ZNF30 (1.00, + [+,+]), ZNF786 (0.96, - [+,-]), PRDM9 (0.86, - [+,-]), ZNF571 (0.83, - [+,-]), 
SCUBE2	chr14	56598102	chr14	56598236	56598737	0.709	ZNF846 (1.00, - [+,-]), ZNF30 (1.00, + [+,+]), ZNF786 (0.96, - [+,-]), PRDM9 (0.86, - [+,-]), ZNF571 (0.83, - [+,-]), 
ARRB1	chr14	68397853	chr14	68452362	68452863	0.9014	OSR2 (0.98, + [+,+]), ZNF121 (0.96, + [+,+]), ZFP57 (0.95, + [+,+]), ZNF774 (0.93, + [+,+]), TBPL2 (0.88, + [+,+]), ZNF22 (0.85, - [+,-]), ZNF770 (0.83, - [+,-]), SP7 (0.75, + [+,+]), ZNF786 (0.71, + [+,+]), 
NARS2	chr14	71653487	chr14	71580641	71581142	0.7692	ZNF182 (0.86, + [-,-]), ZNF441 (0.85, - [-,+]), ZNF571 (0.83, + [-,-]), ZFY (0.83, - [-,+]), 
TRPC6	chr14	94867828	chr14	95018986	95019487	0.9856	ZNF774 (1.00, - [+,-]), TBPL2 (0.94, - [+,-]), ZNF649 (0.94, - [+,-]), STAT2 (0.74, - [+,-]), 
GRIA4	chr14	98876449	chr14	99107377	99107878	0.8954	ZNF557 (1.00, - [+,-]), ZNF341 (1.00, - [+,-]), ETS2 (1.00, + [+,+]), ZNF169 (0.99, - [+,-]), 
DSCAML1	chr14	110857361	chr14	110491980	110492481	0.9224	ZNF37A (0.97, + [+,+]), ZNF658 (0.93, + [+,+]), SALL2 (0.87, + [+,+]), ZNF467 (0.86, + [+,+]), ZNF267 (0.81, - [+,-]), ETS2 (0.81, - [+,-]), ZNF180 (0.75, + [+,+]), PRDM9 (0.71, - [+,-]), 
DSCAML1	chr14	110857361	chr14	110675405	110675906	0.9224	OSR2 (1.00, + [-,-]), ZNF557 (0.95, + [-,-]), ZNF467 (0.92, + [-,-]), FOXI3 (0.77, - [-,+]), ZNF341 (0.75, + [-,-]), ZSCAN30 (0.73, + [-,-]), ZNF823 (0.73, + [-,-]), GTF2I (0.71, - [-,+]), 
DSCAML1	chr14	110857361	chr14	110795758	110796259	0.8388	TAL1 (1.00, + [+,+]), ZNF530 (0.98, - [+,-]), VEZF1 (0.95, + [+,+]), ZNF571 (0.91, - [+,-]), ZNF444 (0.89, + [+,+]), ZNF281 (0.78, + [+,+]), ZNF543 (0.75, - [+,-]), 
USP2	chr14	112445183	chr14	112388863	112389364	0.744	VEZF1 (1.00, - [-,+]), ZBTB17 (1.00, - [-,+]), ZNF304 (1.00, + [-,-]), ZNF530 (0.98, + [-,-]), ZNF774 (0.97, - [-,+]), ZNF30 (0.90, - [-,+]), ZNF132 (0.83, + [-,-]), 
SC5D	chr14	114342329	chr14	114368680	114369181	0.7634	ZNF774 (0.73, + [+,+]), 
SORL1	chr14	114500941	chr14	114368680	114369181	0.851	ZNF774 (0.73, + [+,+]), 
SORL1	chr14	114500941	chr14	114475348	114475849	0.867	ZNF766 (1.00, - [+,-]), ZNF26 (0.99, - [+,-]), ZNF79 (0.97, - [+,-]), KLF9 (0.97, + [+,+]), KLF10 (0.91, + [+,+]), ZNF180 (0.88, - [+,-]), 
SORL1	chr14	114500941	chr14	114638416	114638917	0.7942	KLF2 (0.98, + [+,+]), 
UBASH3B	chr14	115648032	chr14	115683915	115684416	0.8806	TCF12 (0.92, - [-,+]), ZNF846 (0.91, + [-,-]), 
UBASH3B	chr14	115648032	chr14	115784920	115785421	0.8316	ZNF398 (1.00, + [+,+]), GTF2I (1.00, + [+,+]), ZNF37A (0.99, - [+,-]), ZNF823 (0.93, - [+,-]), ZNF596 (0.91, + [+,+]), ZNF132 (0.81, + [+,+]), 
UBASH3B	chr14	115648032	chr14	115841227	115841728	0.7478	OSR2 (1.00, - [+,-]), KLF1 (0.98, + [+,+]), KLF10 (0.96, + [+,+]), ZNF219 (0.93, - [+,-]), ARID3A (0.81, - [+,-]), 
CLMP	chr14	116170954	chr14	116157008	116157509	0.915	SALL2 (0.93, + [+,+]), ZNF181 (0.75, + [+,+]), 
CLMP	chr14	116170954	chr14	116155919	116156420	0.8846	OSR2 (0.99, + [+,+]), ZNF530 (0.99, - [+,-]), ZNF219 (0.98, + [+,+]), 
CLMP	chr14	116170954	chr14	116195787	116196288	0.9222	ZNF394 (0.98, - [+,-]), ZNF766 (0.96, + [+,+]), 
MAN1B1	chr15	1129458	chr15	1040457	1040958	0.854	ZNF770 (0.77, - [-,+]), ZNF846 (0.73, + [-,-]), TCF12 (0.72, + [-,-]), 
PTGDS	chr15	1238473	chr15	1189231	1189732	0.7924	CTCFL (1.00, - [+,-]), ZNF354C (0.99, - [+,-]), ZNF169 (0.89, + [+,+]), ZNF566 (0.89, + [+,+]), ZSCAN30 (0.88, + [+,+]), ZNF267 (0.84, - [+,-]), ZNF132 (0.75, - [+,-]), KLF2 (0.73, - [+,-]), 
VAV2	chr15	4250737	chr15	4250460	4250961	0.9688	ZNF658 (1.00, + [+,+]), ZNF311 (1.00, + [+,+]), KLF4 (1.00, - [+,-]), ZNF548 (1.00, + [+,+]), ZNF444 (1.00, + [+,+]), KLF7 (1.00, + [+,+]), ZNF543 (1.00, + [+,+]), WT1 (1.00, + [+,+]), ZFX (0.99, + [+,+]), ZNF267 (0.97, - [+,-]), ZNF202 (0.97, + [+,+]), VEZF1 (0.96, + [+,+]), ZNF441 (0.95, - [+,-]), ZBTB17 (0.95, + [+,+]), ZNF467 (0.93, + [+,+]), ZFY (0.93, - [+,-]), ZNF341 (0.83, + [+,+]), ZNF682 (0.77, - [+,-]), KLF9 (0.76, + [+,+]), 
ASTN2	chr15	25402906	chr15	25369225	25369726	0.7114	ZNF774 (0.71, + [+,+]), 
ASTN2	chr15	25402906	chr15	25402511	25403012	0.9718	ZNF543 (0.97, + [+,+]), ZNF311 (0.88, + [+,+]), ZNF30 (0.84, + [+,+]), ZNF202 (0.83, + [+,+]), ZSCAN30 (0.72, + [+,+]), VEZF1 (0.71, + [+,+]), 
ASTN2	chr15	25402906	chr15	25601363	25601864	0.8558	MZF1 (0.95, - [+,-]), HOXC5 (0.78, - [+,-]), 
ASTN2	chr15	25402906	chr15	25608728	25609229	0.7816	ZNF79 (1.00, - [+,-]), ZNF786 (0.99, - [+,-]), LYL1 (0.93, - [+,-]), 
