Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Peak_Gene_Prob	TFs(prob, activator_repressor [L,B])
GATAD1	chr3	113688255	chr3	113713227	113713728	0.833	ZNF169 (1.00, - [+,-]), ZNF132 (0.99, + [+,+]), ZNF823 (0.94, + [+,+]), ZNF557 (0.93, + [+,+]), ZNF341 (0.88, + [+,+]), 
SRPK2	chr3	131697268	chr3	131630269	131630770	0.812	ZNF169 (1.00, - [+,-]), ZFP28 (0.87, + [+,+]), 
PHF10	chr4	894858	chr4	894730	895231	0.924	ZSCAN22 (0.89, + [+,+]), VEZF1 (0.82, + [+,+]), SP2 (0.78, - [+,-]), ZNF180 (0.74, + [+,+]), KLF10 (0.74, - [+,-]), ZNF23 (0.74, - [+,-]), ZNF682 (0.74, + [+,+]), ZNF219 (0.73, + [+,+]), 
FOXO3	chr4	12240571	chr4	12239099	12239600	1	ZNF571 (0.80, + [+,+]), ZNF30 (0.77, + [+,+]), ZNF786 (0.77, + [+,+]), ZNF823 (0.74, - [+,-]), SP8 (0.73, - [+,-]), ZSCAN30 (0.73, + [+,+]), ZNF548 (0.72, + [+,+]), ZNF441 (0.70, + [+,+]), 
SLC16A10	chr4	14732056	chr4	14731551	14732052	0.9948	KLF16 (1.00, - [+,-]), ZNF682 (1.00, - [+,-]), ZNF441 (1.00, + [+,+]), KLF15 (0.99, - [+,-]), ZNF548 (0.97, + [+,+]), ZSCAN22 (0.96, - [+,-]), SP1 (0.96, - [+,-]), KLF5 (0.96, - [+,-]), KLF13 (0.96, - [+,-]), KLF1 (0.94, - [+,-]), KLF7 (0.93, - [+,-]), KLF9 (0.92, - [+,-]), MAZ (0.89, - [+,-]), ZNF219 (0.85, - [+,-]), KLF10 (0.82, + [+,+]), ZNF786 (0.82, + [+,+]), ZNF180 (0.82, - [+,-]), SP8 (0.81, - [+,-]), ZNF311 (0.81, - [+,-]), SP4 (0.79, + [+,+]), ZFY (0.71, - [+,-]), 
DSE	chr4	19952035	chr4	19802907	19803408	0.81	PRDM6 (0.87, + [+,+]), ZNF22 (0.78, - [+,-]), 
FAM184A	chr4	22589138	chr4	22589343	22589844	1	KLF5 (0.89, + [+,+]), ZNF30 (0.80, + [+,+]), ZNF384 (0.75, - [+,-]), KLF4 (0.70, - [+,-]), 
LRP11	chr4	55829533	chr4	55829631	55830132	1	KLF16 (0.84, - [+,-]), KLF4 (0.78, - [+,-]), 
SCML4	chr4	65419399	chr4	65291674	65292175	1	ZNF281 (0.76, - [+,-]), ZBTB17 (0.74, - [+,-]), ZNF860 (0.74, - [+,-]), ZNF467 (0.74, - [+,-]), ZNF444 (0.74, - [+,-]), ZNF30 (0.71, + [+,+]), 
IBTK	chr4	90845710	chr4	90845341	90845842	0.8894	ZNF341 (0.76, + [-,-]), ZNF180 (0.71, + [-,-]), 
MYO6	chr4	97260276	chr4	97260138	97260639	0.9078	KLF10 (0.86, - [+,-]), ZNF180 (0.80, + [+,+]), ZNF132 (0.78, + [+,+]), ZNF311 (0.78, + [+,+]), KLF5 (0.77, + [+,+]), ZNF557 (0.75, - [+,-]), ZBTB7A (0.71, + [+,+]), 
PPP1R10	chr4	139298341	chr4	139428269	139428770	0.7754	ZBTB7C (1.00, + [+,+]), ZNF786 (1.00, - [+,-]), ZBTB7A (0.98, + [+,+]), ZNF341 (0.98, + [+,+]), ZNF398 (0.98, - [+,-]), ZNF527 (0.97, - [+,-]), ZNF846 (0.95, + [+,+]), CTCF (0.79, + [+,+]), 
CMAH	chr4	144625706	chr4	144538422	144538923	0.7188	ZNF121 (1.00, + [+,+]), PRDM6 (0.98, + [+,+]), ZNF354C (0.96, + [+,+]), ZNF441 (0.87, + [+,+]), ZNF766 (0.79, + [+,+]), 
STX18	chr5	8377189	chr5	8378628	8379129	0.8662	TCF12 (1.00, + [+,+]), 
DHX15	chr5	23530374	chr5	23869232	23869733	0.7602	ZNF341 (1.00, + [+,+]), ZNF77 (1.00, - [+,-]), ZFP64 (0.99, + [+,+]), ZNF566 (0.99, + [+,+]), DNMT1 (0.99, + [+,+]), CTCFL (0.97, + [+,+]), ZNF283 (0.96, + [+,+]), ZNF548 (0.95, + [+,+]), ZBTB7A (0.95, + [+,+]), ZNF444 (0.90, + [+,+]), ZNF304 (0.89, + [+,+]), ZNF23 (0.88, + [+,+]), ZBTB17 (0.84, + [+,+]), ETS2 (0.80, - [+,-]), ZNF30 (0.75, + [+,+]), PRDM9 (0.74, - [+,-]), ZNF169 (0.74, - [+,-]), ZNF398 (0.73, + [+,+]), ZNF202 (0.71, - [+,-]), 
TBC1D1	chr5	37026991	chr5	37001010	37001511	0.8572	HDX (0.78, - [+,-]), 
TMEM165	chr5	78238672	chr5	78212756	78213257	0.7834	ZNF571 (1.00, - [+,-]), ZNF384 (1.00, + [+,+]), ZFP28 (0.99, - [+,-]), PRDM6 (0.99, + [+,+]), ZNF444 (0.99, + [+,+]), ZNF121 (0.97, + [+,+]), ZNF22 (0.87, + [+,+]), KLF4 (0.86, + [+,+]), ZNF77 (0.81, - [+,-]), ZBTB17 (0.76, + [+,+]), 
MAML3	chr5	138038831	chr5	138022003	138022504	0.9704	IRF2 (0.89, + [-,-]), ZNF384 (0.88, - [-,+]), E2F6 (0.86, - [-,+]), ZNF121 (0.82, - [-,+]), ZFP28 (0.76, + [-,-]), ZNF441 (0.70, + [-,-]), 
MAML3	chr5	138038831	chr5	138122481	138122982	0.8586	ZNF341 (0.90, + [+,+]), MAZ (0.79, + [+,+]), TCF12 (0.74, - [+,-]), 
RNF150	chr5	139013635	chr5	139014005	139014506	0.9838	ZSCAN22 (1.00, + [+,+]), ZNF341 (0.85, - [+,-]), 
SEMA5A	chr6	9501098	chr6	9501294	9501795	0.9488	ZNF776 (1.00, + [+,+]), KLF7 (0.89, - [+,-]), VEZF1 (0.88, + [+,+]), KLF4 (0.79, - [+,-]), KLF15 (0.76, - [+,-]), ZNF823 (0.73, + [+,+]), ZNF682 (0.71, + [+,+]), KLF13 (0.71, - [+,-]), ZNF304 (0.70, - [+,-]), 
OTULINL	chr6	14823737	chr6	14837029	14837530	0.904	ETS2 (0.77, + [+,+]), ZNF613 (0.75, + [+,+]), STAT2 (0.75, - [+,-]), ZFP28 (0.71, - [+,-]), 
NIPBL	chr6	36772504	chr6	36701616	36702117	0.7484	ZNF30 (0.83, + [+,+]), ZSCAN30 (0.78, + [+,+]), RBAK (0.73, + [+,+]), 
LHFPL2	chr6	75506232	chr6	75376197	75376698	0.9566	ZNF304 (0.75, - [+,-]), 
ELL2	chr6	92811476	chr6	92706317	92706818	0.9954	CTCF (0.97, - [+,-]), ZNF557 (0.89, + [+,+]), ZNF283 (0.72, + [+,+]), 
ELL2	chr6	92811476	chr6	92805518	92806019	0.8924	ZNF77 (1.00, - [+,-]), ZNF169 (1.00, - [+,-]), ZNF557 (0.99, + [+,+]), PRDM6 (0.97, + [+,+]), ZNF71 (0.88, - [+,-]), IRF2 (0.83, - [+,-]), ZNF530 (0.80, + [+,+]), 
C6H5orf15	chr6	131406102	chr6	131405853	131406354	0.9978	ZNF548 (0.81, - [+,-]), ZNF30 (0.78, - [+,-]), ZNF311 (0.75, + [+,+]), ZNF180 (0.74, + [+,+]), 
C6H5orf15	chr6	131406102	chr6	131551224	131551725	0.8436	ZNF441 (1.00, - [+,-]), KLF5 (1.00, + [+,+]), KLF13 (1.00, - [+,-]), KLF16 (1.00, + [+,+]), MAZ (1.00, + [+,+]), ZNF682 (1.00, + [+,+]), KLF10 (1.00, - [+,-]), SP4 (1.00, - [+,-]), ZNF467 (1.00, - [+,-]), ZNF267 (1.00, + [+,+]), CTCF (1.00, - [+,-]), ZNF283 (1.00, + [+,+]), ZFX (1.00, - [+,-]), ZNF180 (0.99, + [+,+]), ZNF766 (0.99, + [+,+]), ZNF304 (0.99, + [+,+]), ZNF527 (0.98, - [+,-]), KLF9 (0.94, - [+,-]), ZNF30 (0.86, - [+,-]), CTCFL (0.73, + [+,+]), KLF15 (0.71, - [+,-]), 
PPARGC1B	chr6	147238983	chr6	147314149	147314650	0.9028	ZNF557 (0.85, - [+,-]), 
ANXA6	chr6	148607051	chr6	148673562	148674063	0.7128	ZNF770 (0.97, + [+,+]), GTF2I (0.93, - [+,-]), KLF5 (0.91, - [+,-]), RBAK (0.86, - [+,-]), ZNF846 (0.75, + [+,+]), 
TENM2	chr6	165137776	chr6	165177829	165178330	0.8874	ZNF169 (0.70, + [+,+]), 
STK10	chr6	169571006	chr6	169487287	169487788	0.738	ZNF697 (0.95, + [+,+]), SP1 (0.93, - [+,-]), ZNF467 (0.85, + [+,+]), ZNF182 (0.84, + [+,+]), ZNF766 (0.83, - [+,-]), 
DUSP1	chr6	170171773	chr6	170256286	170256787	0.8726	ZNF77 (1.00, - [+,-]), 
THSD4	chr7	47860160	chr7	47835205	47835706	0.9266	ZNF786 (0.99, + [+,+]), ZNF22 (0.92, + [+,+]), ZNF169 (0.92, + [+,+]), ZNF846 (0.86, + [+,+]), VEZF1 (0.80, + [+,+]), ZNF180 (0.79, - [+,-]), ZNF304 (0.77, - [+,-]), 
TSPAN3	chr7	54303648	chr7	54410657	54411158	0.8194	TAL1 (0.99, + [+,+]), ZNF766 (0.79, + [+,+]), 
TSPAN3	chr7	54303648	chr7	54738078	54738579	0.895	KLF7 (0.93, + [+,+]), SALL2 (0.93, - [+,-]), VEZF1 (0.89, - [+,-]), ZSCAN30 (0.82, + [+,+]), ZNF384 (0.73, + [+,+]), ZNF467 (0.72, - [+,-]), 
TSPAN3	chr7	54303648	chr7	54737312	54737813	0.7164	ZNF202 (0.99, - [+,-]), ZNF484 (0.98, - [+,-]), ZNF860 (0.97, - [+,-]), VEZF1 (0.84, - [+,-]), ZNF71 (0.84, - [+,-]), HDX (0.78, - [+,-]), 
RPS6KA5	chr7	153208208	chr7	153040029	153040530	0.7028	HDX (0.86, + [+,+]), ZNF182 (0.86, - [+,-]), 
FDFT1	chr8	8772492	chr8	8696200	8696701	0.7946	STAT2 (0.81, - [-,+]), SALL2 (0.76, + [-,-]), 
TRPS1	chr8	115946201	chr8	115852213	115852714	0.8776	ZNF77 (1.00, - [+,-]), PRDM6 (1.00, + [+,+]), ZNF22 (0.86, + [+,+]), 
TRPS1	chr8	115946201	chr8	115945918	115946419	0.905	IRF2 (0.99, - [+,-]), MAZ (0.98, + [+,+]), ZNF281 (0.96, + [+,+]), ZNF467 (0.89, + [+,+]), ZNF444 (0.88, + [+,+]), ZBTB7A (0.87, + [+,+]), ZNF543 (0.76, - [+,-]), 
MTSS1	chr8	125056010	chr8	125142709	125143210	0.8418	ZFP28 (1.00, - [-,+]), ZNF121 (1.00, - [-,+]), ZNF169 (0.99, + [-,-]), STAT2 (0.99, - [-,+]), ZNF860 (0.86, - [-,+]), 
ASAP1	chr8	130737689	chr8	130597911	130598412	0.9034	KLF16 (1.00, - [+,-]), TAL1 (1.00, - [+,-]), KLF5 (1.00, - [+,-]), KLF15 (0.99, - [+,-]), ZNF22 (0.84, - [+,-]), 
ASAP1	chr8	130737689	chr8	130609089	130609590	0.8884	ZNF77 (1.00, - [+,-]), ZNF786 (1.00, - [+,-]), VEZF1 (0.91, - [+,-]), RBAK (0.82, + [+,+]), 
ASAP1	chr8	130737689	chr8	130659760	130660261	0.747	HDX (0.98, - [+,-]), 
TMEM71	chr8	133037131	chr8	133045514	133046015	0.9938	ZNF613 (0.81, + [-,-]), 
TOP1MT	chr8	143588498	chr8	143539947	143540448	0.9994	ZNF776 (0.99, + [+,+]), ZFP64 (0.96, + [+,+]), ZNF786 (0.84, + [+,+]), VEZF1 (0.80, + [+,+]), KLF4 (0.78, - [+,-]), ZNF846 (0.73, + [+,+]), 
ZMYND11	chr9	907433	chr9	907499	908000	0.7644	ZNF571 (0.81, + [+,+]), ZNF354C (0.76, + [+,+]), ZNF441 (0.75, + [+,+]), ZNF823 (0.71, - [+,-]), MZF1 (0.70, + [+,+]), 
DDIT4	chr9	65506633	chr9	65538329	65538830	0.849	ZNF169 (1.00, - [+,-]), KLF13 (0.99, + [+,+]), ZNF557 (0.83, + [+,+]), 
SORCS1	chr9	107741097	chr9	107424187	107424688	0.9938	ZNF71 (0.89, + [+,+]), ZNF766 (0.79, - [+,-]), 
SORCS1	chr9	107741097	chr9	107501975	107502476	0.8324	ZNF263 (1.00, + [+,+]), ZNF658 (0.96, - [+,-]), ZNF354C (0.95, - [+,-]), VEZF1 (0.83, + [+,+]), ZBTB17 (0.72, + [+,+]), 
SORCS1	chr9	107741097	chr9	107647461	107647962	0.9112	HDX (1.00, - [+,-]), ZNF596 (1.00, - [+,-]), ZNF557 (0.98, - [+,-]), ZNF311 (0.89, - [+,-]), ZNF846 (0.87, + [+,+]), ZNF281 (0.82, + [+,+]), 
SHTN1	chr9	117496071	chr9	117495459	117495960	0.9056	ZSCAN22 (1.00, - [+,-]), KLF7 (1.00, + [+,+]), ZNF571 (1.00, - [+,-]), ZNF548 (1.00, - [+,-]), ZNF341 (1.00, + [+,+]), ZNF304 (1.00, + [+,+]), ZNF180 (0.99, + [+,+]), ZNF467 (0.99, - [+,-]), KLF10 (0.99, - [+,-]), ZNF281 (0.99, + [+,+]), ZNF267 (0.99, + [+,+]), ZNF219 (0.99, + [+,+]), KLF2 (0.98, + [+,+]), ZNF530 (0.98, + [+,+]), ZNF311 (0.98, + [+,+]), KLF5 (0.98, + [+,+]), ZNF444 (0.98, + [+,+]), ZNF394 (0.97, - [+,-]), KLF4 (0.96, + [+,+]), MAZ (0.96, + [+,+]), KLF1 (0.96, + [+,+]), SP8 (0.94, + [+,+]), RBAK (0.93, + [+,+]), KLF13 (0.93, - [+,-]), ZNF121 (0.93, + [+,+]), ZNF398 (0.90, - [+,-]), KLF15 (0.73, + [+,+]), 
MSL3	chr0	11387934	chr0	11155999	11156500	0.8054	ZNF786 (0.99, + [-,-]), ZNF37A (0.92, - [-,+]), 
