Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Peak_Gene_Prob	TFs(prob, activator_repressor [L,B])
GTF2IRD1	chr3	46819056	chr3	46820474	46820975	0.834	ZNF557 (1.00, + [+,+]), SALL2 (0.99, + [+,+]), PRDM9 (0.99, - [+,-]), 
GTF2IRD1	chr3	46819056	chr3	46845572	46846073	0.835	ZNF384 (0.92, + [+,+]), ZNF846 (0.84, + [+,+]), ZNF121 (0.81, + [+,+]), ZNF37A (0.79, + [+,+]), ZNF548 (0.77, + [+,+]), 
TPST1	chr3	53664958	chr3	53464288	53464789	0.8115	ZNF613 (1.00, - [+,-]), ZNF596 (0.98, - [+,-]), ZNF548 (0.76, + [+,+]), 
NAPEPLD	chr3	129563400	chr3	129476355	129476856	0.726	ZNF613 (1.00, + [-,-]), ZNF557 (0.88, - [-,+]), 
PTN	chr3	163764083	chr3	163867362	163867863	1	ZNF860 (1.00, - [+,-]), ZNF22 (0.99, - [+,-]), ZNF613 (0.99, + [+,+]), HDX (0.91, + [+,+]), 
TMEM178B	chr3	167464888	chr3	167828852	167829353	0.844	ZNF205 (0.95, + [+,+]), ZNF169 (0.94, - [+,-]), ZBTB17 (0.82, - [+,-]), 
DPP6	chr3	180038503	chr3	180025743	180026244	1	CTCF (1.00, - [+,-]), ZSCAN22 (0.99, - [+,-]), 
AFDN	chr4	2830344	chr4	2771841	2772342	0.8215	ZFP28 (0.98, + [-,-]), ZNF182 (0.94, + [-,-]), ZNF205 (0.93, - [-,+]), ZNF613 (0.92, - [-,+]), ZNF22 (0.89, - [-,+]), ZNF84 (0.88, + [-,-]), STAT2 (0.85, - [-,+]), ZNF384 (0.84, - [-,+]), 
SESN1	chr4	12781885	chr4	12782642	12783143	0.781	ZNF467 (0.77, + [+,+]), ZNF281 (0.76, + [+,+]), 
SGK1	chr4	37911589	chr4	38037954	38038455	0.88	CPEB1 (0.99, - [+,-]), ZNF22 (0.94, + [+,+]), SALL2 (0.83, + [+,+]), ZNF169 (0.79, - [+,-]), 
ZDHHC14	chr4	63708965	chr4	63838431	63838932	0.8425	HOXC5 (0.96, + [+,+]), 
PNISR	chr4	73866424	chr4	73986937	73987438	0.846	KLF1 (1.00, + [-,-]), LYL1 (0.98, - [-,+]), ZNF205 (0.75, - [-,+]), 
RCAN2	chr4	122908373	chr4	122800036	122800537	0.794	STAT2 (0.82, + [-,-]), 
DAAM2	chr4	129540598	chr4	129570177	129570678	0.7605	ZNF770 (0.99, - [-,+]), 
FANCE	chr4	134035415	chr4	134035188	134035689	1	KLF7 (0.89, - [+,-]), KLF13 (0.81, - [+,-]), ZNF658 (0.81, + [+,+]), ZFP57 (0.75, - [+,-]), ZNF169 (0.74, + [+,+]), ZSCAN22 (0.71, + [+,+]), ZNF467 (0.70, + [+,+]), 
DDR1	chr4	139039101	chr4	139162324	139162825	0.7555	ZNF786 (0.98, - [+,-]), SALL2 (0.88, + [+,+]), ZNF22 (0.86, + [+,+]), 
GABRA2	chr5	45725349	chr5	45725684	45726185	0.9905	ZNF398 (1.00, - [+,-]), ZNF37A (0.96, - [+,-]), KLF2 (0.95, - [+,-]), ZNF202 (0.91, + [+,+]), VEZF1 (0.78, + [+,+]), 
ADGRL3	chr5	72241840	chr5	72247991	72248492	0.9445	ZNF613 (1.00, - [+,-]), ZNF384 (1.00, - [+,-]), ZNF169 (1.00, + [+,+]), ZNF22 (0.96, - [+,-]), 
ADGRL3	chr5	72241840	chr5	72418390	72418891	0.9955	IRF2 (1.00, + [+,+]), OSR2 (1.00, + [+,+]), ZNF311 (0.99, + [+,+]), ZNF543 (0.98, - [+,-]), ZNF30 (0.98, + [+,+]), ZNF71 (0.97, - [+,-]), VEZF1 (0.95, - [+,-]), ZNF467 (0.94, - [+,-]), ZNF202 (0.85, - [+,-]), ZNF571 (0.83, - [+,-]), ZNF770 (0.82, + [+,+]), STAT2 (0.81, - [+,-]), KLF2 (0.80, + [+,+]), ZNF548 (0.80, - [+,-]), PRDM6 (0.79, - [+,-]), ZNF22 (0.73, - [+,-]), 
RNF150	chr5	139013635	chr5	138838305	138838806	0.8755	ZNF354C (1.00, - [+,-]), KLF16 (0.97, + [+,+]), ZNF649 (0.81, - [+,-]), 
STOX2	chr5	181225681	chr5	181173628	181174129	0.74	ZBTB17 (1.00, - [+,-]), ZNF467 (0.99, + [+,+]), ZSCAN22 (0.96, + [+,+]), ZNF132 (0.94, - [+,-]), ZFP14 (0.93, - [+,-]), ZNF557 (0.93, + [+,+]), ZNF484 (0.93, - [+,-]), ZNF530 (0.91, + [+,+]), ZNF202 (0.90, + [+,+]), KLF2 (0.88, - [+,-]), 
STOX2	chr5	181225681	chr5	181307653	181308154	0.9655	ZNF311 (0.70, - [+,-]), 
CTNND2	chr6	11881133	chr6	11305684	11306185	0.9205	CPEB1 (0.86, - [+,-]), ZNF124 (0.72, - [+,-]), 
SPEF2	chr6	35397434	chr6	35458992	35459493	0.89	ZNF71 (0.98, + [+,+]), 
SPEF2	chr6	35397434	chr6	35459661	35460162	0.9805	ZNF770 (1.00, + [+,+]), ZNF398 (0.98, + [+,+]), ZNF527 (0.96, - [+,-]), ZNF823 (0.94, - [+,-]), ZNF682 (0.82, - [+,-]), 
TENT2	chr6	76442674	chr6	76576262	76576763	0.8415	ARID3A (0.99, - [-,+]), VEZF1 (0.97, - [-,+]), ZNF846 (0.79, + [-,-]), ZNF557 (0.73, - [-,+]), 
ARRDC3	chr6	88246436	chr6	88244837	88245338	0.9915	ZNF658 (0.95, - [+,-]), ZNF22 (0.92, + [+,+]), ZNF26 (0.90, - [+,-]), ZNF169 (0.83, - [+,-]), 
LOC106995639	chr6	94338594	chr6	94421066	94421567	0.9915	HLX (0.89, - [+,-]), ZNF774 (0.89, - [+,-]), 
LOC106992358	chr6	94410035	chr6	94477397	94477898	0.901	WT1 (0.93, + [+,+]), ZNF202 (0.82, + [+,+]), ZNF77 (0.71, - [+,-]), 
LOC106995639	chr6	94338594	chr6	94477397	94477898	0.9975	WT1 (0.93, + [+,+]), ZNF202 (0.82, + [+,+]), ZNF77 (0.71, - [+,-]), 
LOC106992358	chr6	94410035	chr6	94476856	94477357	0.879	ZNF846 (0.87, - [+,-]), VEZF1 (0.73, + [+,+]), 
LOC106995639	chr6	94338594	chr6	94476856	94477357	0.954	ZNF846 (0.87, - [+,-]), VEZF1 (0.73, + [+,+]), 
LOC106992358	chr6	94410035	chr6	94482505	94483006	0.9685	ZNF384 (0.91, + [+,+]), ZNF613 (0.89, + [+,+]), ZNF394 (0.82, + [+,+]), ZNF341 (0.78, - [+,-]), PRDM6 (0.76, - [+,-]), ZNF311 (0.75, + [+,+]), PRDM9 (0.71, + [+,+]), 
LOC106995639	chr6	94338594	chr6	94482505	94483006	1	ZNF384 (0.91, + [+,+]), ZNF613 (0.89, + [+,+]), ZNF394 (0.82, + [+,+]), ZNF341 (0.78, - [+,-]), PRDM6 (0.76, - [+,-]), ZNF311 (0.75, + [+,+]), PRDM9 (0.71, + [+,+]), 
LOC106995639	chr6	94338594	chr6	94607195	94607696	0.9095	ZNF774 (0.85, + [-,-]), VEZF1 (0.76, + [-,-]), ZNF467 (0.70, + [-,-]), 
TRIM36	chr6	112696218	chr6	112706188	112706689	0.866	ZNF571 (1.00, + [+,+]), ZFX (1.00, - [+,-]), ZNF823 (0.99, + [+,+]), ZNF202 (0.99, + [+,+]), KLF9 (0.98, - [+,-]), KLF10 (0.98, + [+,+]), ZSCAN22 (0.96, + [+,+]), ZFP57 (0.93, - [+,-]), ZNF548 (0.90, + [+,+]), PRDM6 (0.79, + [+,+]), 
SLC12A2	chr6	125589250	chr6	125509755	125510256	0.8535	HLX (0.90, - [+,-]), ZNF26 (0.82, - [+,-]), IRF2 (0.72, + [+,+]), 
CTNNA1	chr6	136163231	chr6	136068236	136068737	0.869	ZNF766 (1.00, + [+,+]), ZNF202 (0.99, + [+,+]), LYL1 (0.97, + [+,+]), ZNF467 (0.96, + [+,+]), ZBTB17 (0.95, - [+,-]), ZNF263 (0.90, + [+,+]), 
CTNNA1	chr6	136163231	chr6	136135064	136135565	0.8425	ZNF384 (1.00, - [+,-]), ZNF613 (1.00, - [+,-]), ZNF26 (0.99, + [+,+]), ZSCAN22 (0.99, + [+,+]), PRDM6 (0.98, + [+,+]), ZNF22 (0.92, + [+,+]), ARID3A (0.70, + [+,+]), 
UBE2D2	chr6	136948922	chr6	137028012	137028513	0.743	ZNF180 (0.85, - [+,-]), ZNF283 (0.81, - [+,-]), ZNF354C (0.80, - [+,-]), 
FGF1	chr6	140094527	chr6	140004160	140004661	0.7355	ARID3A (0.92, + [+,+]), TBPL2 (0.89, - [+,-]), ZNF649 (0.84, + [+,+]), FOSL2 (0.74, + [+,+]), 
FGF1	chr6	140094527	chr6	140092453	140092954	0.8915	ZNF22 (1.00, - [+,-]), STAT2 (0.90, - [+,-]), 
CSNK1A1	chr6	147065635	chr6	147077319	147077820	0.7345	ZNF846 (0.93, - [+,-]), 
ATP10B	chr6	158174437	chr6	157844229	157844730	0.7215	ZNF37A (1.00, - [-,+]), IRF2 (0.98, + [-,-]), ZNF354C (0.98, + [-,-]), ETS2 (0.88, - [-,+]), ZNF548 (0.75, - [-,+]), 
SPG11	chr7	21174119	chr7	21239514	21240015	0.8025	ZIC2 (1.00, + [+,+]), VEZF1 (1.00, - [+,-]), ZBTB17 (0.83, - [+,-]), ZNF846 (0.71, - [+,-]), 
UNC13C	chr7	30360099	chr7	30365150	30365651	0.858	ZNF557 (0.87, + [+,+]), 
NOVA1	chr7	88677616	chr7	89052711	89053212	0.822	CTCF (1.00, + [-,-]), ZNF84 (0.80, + [-,-]), ZNF354C (0.79, - [-,+]), ZNF467 (0.74, - [-,+]), 
SAMD4A	chr7	116678572	chr7	116870500	116871001	0.7915	ZNF22 (0.96, + [+,+]), TCF12 (0.87, + [+,+]), ZNF467 (0.81, - [+,-]), ZNF169 (0.78, - [+,-]), 
RTN1	chr7	121717328	chr7	121964048	121964549	0.981	ZFP57 (0.87, - [+,-]), ZNF557 (0.76, - [+,-]), ZNF774 (0.70, - [+,-]), 
SYT16	chr7	123888399	chr7	123916039	123916540	0.9905	MZF1 (1.00, - [+,-]), ZNF22 (1.00, - [+,-]), 
CALM1	chr7	152535696	chr7	152632568	152633069	0.7775	ZNF823 (0.97, + [+,+]), ZSCAN30 (0.96, + [+,+]), ZNF527 (0.95, + [+,+]), RBAK (0.91, + [+,+]), ZNF596 (0.89, - [+,-]), VEZF1 (0.72, + [+,+]), 
EML1	chr7	161944787	chr7	162103647	162104148	0.772	ZNF354C (1.00, - [+,-]), ZNF384 (1.00, - [+,-]), ZNF649 (0.98, + [+,+]), ZNF766 (0.82, - [+,-]), 
PPP3CC	chr8	22623733	chr8	22765026	22765527	0.7415	ZNF774 (0.99, - [+,-]), ZNF846 (0.98, + [+,+]), ZNF543 (0.95, + [+,+]), ZNF77 (0.94, + [+,+]), ZNF467 (0.87, + [+,+]), ZNF786 (0.83, + [+,+]), ZNF71 (0.75, + [+,+]), 
TACC1	chr8	39202894	chr8	39023400	39023901	0.8245	SALL2 (1.00, + [+,+]), WT1 (0.94, + [+,+]), ZNF444 (0.93, - [+,-]), ZNF37A (0.82, + [+,+]), SP7 (0.81, + [+,+]), RBAK (0.77, - [+,-]), ZNF354C (0.72, - [+,-]), SALL4 (0.72, - [+,-]), 
PLEKHA2	chr8	39359909	chr8	39353099	39353600	0.812	ZNF774 (1.00, + [+,+]), ZNF384 (1.00, - [+,-]), ZNF613 (1.00, - [+,-]), ZNF846 (0.99, - [+,-]), PRDM6 (0.98, + [+,+]), ZNF182 (0.98, + [+,+]), ZNF571 (0.89, + [+,+]), ZNF205 (0.88, + [+,+]), ZNF557 (0.80, + [+,+]), ZNF181 (0.70, + [+,+]), 
SLC20A2	chr8	43151791	chr8	43020342	43020843	0.7355	ZNF202 (1.00, - [-,+]), ARID3A (1.00, - [-,+]), HLX (0.98, - [-,+]), ZNF180 (0.97, - [-,+]), ZNF169 (0.83, - [-,+]), 
SLC20A2	chr8	43151791	chr8	43254577	43255078	0.7945	ZNF22 (0.99, - [+,-]), ZNF557 (0.95, - [+,-]), ZNF766 (0.94, - [+,-]), ZNF571 (0.82, - [+,-]), ZNF121 (0.78, + [+,+]), 
MATN2	chr8	98155206	chr8	98155570	98156071	0.9995	CTCF (1.00, - [+,-]), ZNF860 (0.99, - [+,-]), ZNF180 (0.98, - [+,-]), ZNF341 (0.89, + [+,+]), ZFX (0.84, + [+,+]), GTF2I (0.83, - [+,-]), RBAK (0.82, - [+,-]), ZNF571 (0.81, - [+,-]), ZNF444 (0.75, - [+,-]), ZNF846 (0.73, - [+,-]), 
MATN2	chr8	98155206	chr8	98185726	98186227	0.944	ZNF846 (1.00, - [+,-]), ZBTB17 (1.00, - [+,-]), ZNF77 (1.00, - [+,-]), VEZF1 (0.94, + [+,+]), ZNF71 (0.87, + [+,+]), 
MATN2	chr8	98155206	chr8	98192008	98192509	0.9975	ZNF613 (0.99, - [+,-]), ZNF169 (0.96, - [+,-]), ZNF22 (0.90, + [+,+]), ZNF182 (0.89, + [+,+]), STAT2 (0.89, - [+,-]), ZNF384 (0.82, - [+,-]), 
MATN2	chr8	98155206	chr8	98238670	98239171	0.928	ZNF557 (1.00, + [+,+]), ZBTB17 (1.00, - [+,-]), VEZF1 (0.99, + [+,+]), ZNF132 (0.91, - [+,-]), FOS (0.85, + [+,+]), ZNF263 (0.81, - [+,-]), ZNF341 (0.73, + [+,+]), ZNF26 (0.70, + [+,+]), 
MATN2	chr8	98155206	chr8	98237826	98238327	0.9795	PRDM6 (0.97, - [+,-]), 
ASAP1	chr8	130737689	chr8	130983155	130983656	0.799	PRDM6 (0.99, + [+,+]), ZNF557 (0.98, + [+,+]), ZNF823 (0.91, + [+,+]), ZNF169 (0.77, - [+,-]), 
ADARB2	chr9	2427719	chr9	2571450	2571951	0.8825	ZNF283 (1.00, - [+,-]), ZNF596 (1.00, - [+,-]), ZNF169 (1.00, - [+,-]), ETS2 (0.99, + [+,+]), ZFP28 (0.95, - [+,-]), SALL2 (0.94, + [+,+]), ZBTB17 (0.90, - [+,-]), VEZF1 (0.90, - [+,-]), ZNF527 (0.82, - [+,-]), PRDM6 (0.80, - [+,-]), ZNF132 (0.79, + [+,+]), ZNF467 (0.73, - [+,-]), ZNF71 (0.71, - [+,-]), 
ADARB2	chr9	2427719	chr9	3058665	3059166	0.923	CPEB1 (1.00, - [+,-]), ZNF354C (1.00, + [+,+]), ZNF557 (1.00, + [+,+]), ZFP14 (0.99, + [+,+]), PRDM6 (0.98, + [+,+]), ZNF205 (0.97, + [+,+]), ZNF571 (0.94, + [+,+]), ZNF182 (0.93, - [+,-]), ETS2 (0.88, - [+,-]), ZFP28 (0.86, - [+,-]), ZNF774 (0.86, - [+,-]), ZNF84 (0.79, + [+,+]), 
USP6NL	chr9	12732479	chr9	12705030	12705531	0.7475	ZNF22 (1.00, + [+,+]), TBPL2 (1.00, - [+,-]), PRDM6 (0.99, + [+,+]), ZBTB17 (0.96, - [+,-]), ZNF169 (0.80, - [+,-]), ZNF649 (0.80, - [+,-]), 
VSTM4	chr9	48234951	chr9	48393718	48394219	0.7465	ZNF467 (1.00, + [+,+]), ZNF548 (0.83, + [+,+]), 
SORBS1	chr9	95986373	chr9	95817498	95817999	0.7715	RREB1 (0.82, - [+,-]), ZNF557 (0.81, + [+,+]), ZNF786 (0.75, - [+,-]), SALL2 (0.71, + [+,+]), 
CFAP43	chr9	104799667	chr9	104826906	104827407	0.819	ZNF649 (0.99, + [-,-]), TBPL2 (0.97, + [-,-]), ZNF22 (0.96, + [-,-]), BCL11A (0.73, + [-,-]), 
PLPP4	chr9	120945363	chr9	120945690	120946191	1	OSR2 (1.00, - [+,-]), ZNF860 (1.00, - [+,-]), ZNF180 (1.00, - [+,-]), VEZF1 (0.97, + [+,+]), ZNF770 (0.94, + [+,+]), ZBTB17 (0.90, + [+,+]), ZNF304 (0.85, - [+,-]), ZSCAN22 (0.80, + [+,+]), ZNF441 (0.80, - [+,-]), ZNF548 (0.71, - [+,-]), 
JAKMIP3	chr9	132520200	chr9	132577361	132577862	0.799	ZNF30 (1.00, + [+,+]), ZIC2 (0.98, + [+,+]), ZNF354C (0.93, - [+,-]), KLF16 (0.88, + [+,+]), KLF11 (0.70, + [+,+]), 
NKX6-2	chr9	133260303	chr9	133227872	133228373	0.8375	ZNF281 (1.00, - [+,-]), MZF1 (1.00, - [+,-]), KLF16 (0.99, + [+,+]), ZNF169 (0.99, - [+,-]), VEZF1 (0.96, - [+,-]), ZNF444 (0.95, - [+,-]), ZFP14 (0.94, + [+,+]), ZNF37A (0.91, - [+,-]), ZNF774 (0.90, - [+,-]), KLF10 (0.83, + [+,+]), 
NLGN4X	chr0	5771346	chr0	5799179	5799680	0.939	ZNF180 (1.00, - [+,-]), PRDM9 (1.00, - [+,-]), KLF2 (0.98, + [+,+]), ZNF341 (0.94, + [+,+]), ETS2 (0.93, + [+,+]), KLF11 (0.89, + [+,+]), RBAK (0.86, - [+,-]), ZNF658 (0.86, - [+,-]), KLF10 (0.81, - [+,-]), ZNF202 (0.81, - [+,-]), KLF9 (0.81, + [+,+]), ZNF543 (0.79, - [+,-]), ZNF169 (0.75, - [+,-]), ZNF571 (0.74, - [+,-]), 
GABRE	chr0	147981635	chr0	148598078	148598579	0.781	ZBTB17 (1.00, + [+,+]), ZNF596 (1.00, + [+,+]), ZNF484 (0.99, + [+,+]), ZNF394 (0.94, + [+,+]), IRF2 (0.90, - [+,-]), ZNF770 (0.89, + [+,+]), ZNF768 (0.87, - [+,-]), ZNF169 (0.75, + [+,+]), 
