Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Peak_Gene_Prob	TFs(prob, activator_repressor [L,B])
PPP3CA	chr5	99720171	chr5	99526757	99527258	0.8495	ZNF169 (1.00, + [+,+]), ZNF311 (0.87, + [+,+]), ZNF766 (0.83, + [+,+]), PRDM6 (0.75, + [+,+]), 
PPP3CA	chr5	99720171	chr5	99529987	99530488	0.8045	TAL1 (0.89, - [+,-]), ZNF557 (0.85, + [+,+]), 
SH3RF1	chr5	166617936	chr5	166343261	166343762	0.708	RREB1 (1.00, + [+,+]), ZNF205 (0.91, + [+,+]), 
CBR4	chr5	166358225	chr5	166490098	166490599	0.9465	ZFP57 (1.00, + [+,+]), ZNF557 (0.94, + [+,+]), 
SH3RF1	chr5	166617936	chr5	166490098	166490599	0.789	ZFP57 (1.00, + [+,+]), ZNF557 (0.94, + [+,+]), 
AADAT	chr5	167388933	chr5	167258222	167258723	0.778	ZNF354C (1.00, - [+,-]), 
MFAP3L	chr5	167304907	chr5	167326028	167326529	0.897	SP9 (0.89, + [-,-]), SP4 (0.80, - [-,+]), ZNF596 (0.71, + [-,-]), 
FAM149A	chr5	183393621	chr5	183378352	183378853	0.836	ZNF283 (0.95, + [+,+]), 
ADCY2	chr6	7279351	chr6	7280109	7280610	0.7625	ZNF354C (1.00, - [+,-]), IRF2 (0.89, + [+,+]), ZFP28 (0.85, - [+,-]), ZNF384 (0.75, - [+,-]), ZNF182 (0.73, - [+,-]), 
RETREG1	chr6	16860907	chr6	16910997	16911498	0.807	ZNF30 (0.96, - [+,-]), ZFP28 (0.78, + [+,+]), 
OXCT1	chr6	41752704	chr6	41752487	41752988	0.705	KLF1 (0.97, + [+,+]), ZNF132 (0.93, + [+,+]), ZNF774 (0.80, + [+,+]), ZNF571 (0.76, - [+,-]), 
JMY	chr6	76064285	chr6	76063941	76064442	0.82	ZFX (0.97, - [+,-]), ZNF846 (0.77, + [+,+]), WT1 (0.72, + [+,+]), ZNF304 (0.70, + [+,+]), 
LNPEP	chr6	93774321	chr6	93583182	93583683	0.8435	ZNF354C (1.00, - [+,-]), RBAK (1.00, - [+,-]), ZSCAN22 (1.00, + [+,+]), ZNF37A (0.98, + [+,+]), ZNF557 (0.97, + [+,+]), ZNF484 (0.96, - [+,-]), 
SAR1B	chr6	132100776	chr6	132199008	132199509	0.8455	KLF11 (0.82, - [-,+]), ZNF846 (0.79, - [-,+]), ZNF180 (0.78, + [-,-]), ZNF658 (0.77, + [-,-]), ZNF770 (0.73, + [-,-]), 
ABLIM3	chr6	146655210	chr6	146655373	146655874	0.752	CTCFL (0.85, + [+,+]), ZNF571 (0.77, - [+,-]), ZNF30 (0.74, + [+,+]), 
ARHGEF37	chr6	147110092	chr6	146868976	146869477	0.8965	ZNF436 (0.77, - [+,-]), KLF7 (0.76, - [+,-]), ZNF180 (0.75, + [+,+]), KLF10 (0.70, + [+,+]), 
PDGFRB	chr6	147651298	chr6	147595904	147596405	0.785	ZNF530 (1.00, - [-,+]), ZNF766 (1.00, - [-,+]), ZNF354C (0.97, + [-,-]), ZNF770 (0.85, - [-,+]), 
SGCD	chr6	153750149	chr6	153130752	153131253	0.9295	ZBTB7C (0.99, + [+,+]), ZNF77 (0.76, + [+,+]), 
TENM2	chr6	165137776	chr6	165202893	165203394	0.86	ZNF823 (1.00, + [+,+]), VEZF1 (0.99, - [+,-]), ZNF189 (0.96, + [+,+]), ZNF557 (0.92, + [+,+]), ZNF860 (0.86, - [+,-]), ZNF467 (0.83, + [+,+]), ZNF124 (0.81, + [+,+]), 
SERF2	chr7	20278429	chr7	19932277	19932778	0.8265	ZNF202 (1.00, - [-,+]), ZNF571 (1.00, - [-,+]), ZNF181 (1.00, - [-,+]), ZNF121 (0.91, - [-,+]), PRDM6 (0.72, - [-,+]), 
SMAD3	chr7	43702126	chr7	43729520	43730021	0.7235	ZNF77 (0.99, - [+,-]), ZFP57 (0.94, + [+,+]), BCL11A (0.93, + [+,+]), 
WDR73	chr7	63809179	chr7	63645089	63645590	0.7555	ZNF341 (0.90, + [-,-]), ZFY (0.80, + [-,-]), ZNF283 (0.76, + [-,-]), ZNF571 (0.75, + [-,-]), ZNF354C (0.75, - [-,+]), ZNF263 (0.74, + [-,-]), KLF11 (0.71, + [-,-]), 
SEMA4B	chr7	68980390	chr7	68979413	68979914	0.856	ZNF71 (0.98, - [+,-]), ZNF169 (0.92, + [+,+]), ZNF846 (0.81, - [+,-]), GTF2I (0.79, - [+,-]), ZNF283 (0.74, + [+,+]), 
CHSY1	chr7	80538367	chr7	80529382	80529883	0.8295	ETS2 (0.99, + [+,+]), 
TM2D3	chr7	80934665	chr7	80907201	80907702	0.7275	GTF3A (1.00, - [-,+]), ZNF354C (0.97, - [-,+]), ZNF84 (0.70, + [-,-]), 
ZNF219	chr7	82989606	chr7	82983147	82983648	0.732	ZBTB7A (0.91, + [-,-]), ZNF304 (0.91, + [-,-]), 
IRF9	chr7	86239519	chr7	86360560	86361061	0.9975	WT1 (0.84, + [+,+]), CTCFL (0.76, + [+,+]), ZNF766 (0.71, + [+,+]), 
NOVA1	chr7	88677616	chr7	88496334	88496835	0.8025	ZNF384 (1.00, - [+,-]), ZNF121 (0.97, + [+,+]), ZNF774 (0.97, + [+,+]), ETS2 (0.95, + [+,+]), ZFP28 (0.92, + [+,+]), PRDM6 (0.86, + [+,+]), ZNF77 (0.81, - [+,-]), ZNF182 (0.79, + [+,+]), STAT2 (0.79, + [+,+]), ZNF71 (0.75, - [+,-]), 
NFKBIA	chr7	97479242	chr7	97197902	97198403	0.9655	ZNF394 (0.89, + [+,+]), ZNF846 (0.75, - [+,-]), MZF1 (0.73, + [+,+]), 
NAA30	chr7	119479163	chr7	119363547	119364048	1	ZNF180 (0.70, + [-,-]), 
ZFP36L1	chr7	130918448	chr7	130915464	130915965	0.8585	ZNF846 (1.00, + [+,+]), ZBTB7A (0.93, + [+,+]), ZFP64 (0.86, - [+,-]), ZFP57 (0.81, - [+,-]), 
SERPINA3	chr7	156782244	chr7	156739919	156740420	0.9415	ZNF846 (0.92, - [+,-]), ZNF786 (0.87, + [+,+]), 
FGFR1	chr8	38924020	chr8	38972662	38973163	0.7355	ZNF77 (1.00, - [+,-]), ZNF444 (1.00, + [+,+]), ZNF219 (1.00, - [+,-]), KLF2 (0.99, + [+,+]), SALL2 (0.97, - [+,-]), KLF11 (0.94, - [+,-]), SP7 (0.91, - [+,-]), ZNF23 (0.91, + [+,+]), ZNF530 (0.83, + [+,+]), WT1 (0.83, - [+,-]), VEZF1 (0.79, - [+,-]), ZNF682 (0.75, + [+,+]), 
ATP6V1H	chr8	54473750	chr8	54472768	54473269	0.806	ZNF341 (0.99, - [+,-]), MAZ (0.90, + [+,+]), ZNF205 (0.77, + [+,+]), ZNF169 (0.72, + [+,+]), 
CA2	chr8	86006012	chr8	86006123	86006624	0.9995	ZNF283 (0.79, + [+,+]), ZFP64 (0.76, + [+,+]), ZNF202 (0.76, + [+,+]), ZNF571 (0.74, - [+,-]), ZFX (0.73, + [+,+]), 
RNF19A	chr8	100578693	chr8	100762227	100762728	0.752	ZNF566 (0.98, + [+,+]), VEZF1 (0.97, - [+,-]), STAT2 (0.96, + [+,+]), ZNF441 (0.70, - [+,-]), 
RGS22	chr8	100414579	chr8	100791342	100791843	0.8285	ZNF77 (1.00, - [-,+]), 
RNF19A	chr8	100578693	chr8	100791342	100791843	0.82	ZNF77 (1.00, + [+,+]), 
AZIN1	chr8	103133367	chr8	103168024	103168525	0.8045	TAL1 (1.00, - [+,-]), TCF12 (0.97, - [+,-]), ZNF283 (0.89, + [+,+]), 
SQLE	chr8	125346991	chr8	125345748	125346249	0.999	SP1 (0.92, + [+,+]), ZNF219 (0.87, + [+,+]), ZSCAN22 (0.71, - [+,-]), ZNF341 (0.70, + [+,+]), 
NRP1	chr9	34276098	chr9	34276260	34276761	0.9445	ZFP14 (1.00, - [+,-]), ZNF394 (0.96, - [+,-]), ZNF341 (0.94, - [+,-]), KLF11 (0.87, - [+,-]), ZNF770 (0.84, + [+,+]), ZNF786 (0.83, - [+,-]), ZFP64 (0.80, - [+,-]), ZNF557 (0.78, + [+,+]), ZNF205 (0.72, + [+,+]), 
CSGALNACT2	chr9	43863858	chr9	44083562	44084063	0.7095	KLF10 (1.00, - [-,+]), ZNF846 (1.00, + [-,-]), ZNF180 (0.98, - [-,+]), WT1 (0.98, - [-,+]), KLF16 (0.95, - [-,+]), ZNF341 (0.95, - [-,+]), ZNF304 (0.94, - [-,+]), ZNF267 (0.90, - [-,+]), ZNF596 (0.89, - [-,+]), KLF2 (0.89, + [-,-]), ZNF444 (0.80, - [-,+]), SP7 (0.78, - [-,+]), 
VTI1A	chr9	112973090	chr9	112972563	112973064	0.7735	ZNF169 (0.89, + [+,+]), ZNF557 (0.88, + [+,+]), ZNF613 (0.73, - [+,-]), 
CHM	chr0	82893251	chr0	82743319	82743820	0.8355	ETS2 (0.88, - [+,-]), 
PAK3	chr0	107644901	chr0	107665735	107666236	0.9655	RBAK (0.99, - [+,-]), ZNF311 (0.99, + [+,+]), ZNF467 (0.99, + [+,+]), ZNF202 (0.98, + [+,+]), ZNF444 (0.98, + [+,+]), ZNF281 (0.97, + [+,+]), ZNF513 (0.96, + [+,+]), ZNF557 (0.88, + [+,+]), ZNF394 (0.88, - [+,-]), LYL1 (0.76, + [+,+]), 
